相談内容,回答内容,回答に使用したQA資料
民事状況宣誓供述書および公証サービスについて教えてください。,滋賀県国際協会の情報のみを根拠に回答します。民事状況宣誓供述書および公証サービスについて、滋賀県国際協会の提供情報として明示された内容はありません。よって、民事状況宣誓供述書（民事事件に関する宣誓、証明付き公証）や公証サービスの具体的な手続き・費用・取り扱い機関については、滋賀県の公証役場または法テラス等の公的機関に直接ご確認ください。,"[{""sid"": ""S1"", ""question"": ""刑事事件を起こしてしまったら （事件・事故）"", ""answer"": ""被疑者の権利\n被疑者の権利として３つの権利が保障されています。\n1. 事実を知る権利\n2. 黙秘権\n3. 弁護人依頼権\n当番弁護士制度\n警察に逮捕、拘留された被疑者や家族の求めに応じて弁護士会が速やかに弁護士を被疑者のところに派遣する「当番弁護士」の制度があります。要請する場合ははっきりと申し出てください。\n滋賀弁護士会　当番弁護士専用電話　　TEL　077-522-2013\n民事法律扶助制度\n経済的に困っている人には、日本司法支援センター　(法テラス)　がありますので、当番弁護士が接見に来た際に相談してください 。\n法テラス [多言語ダイヤル]　TEL 0570-078-377\n法テラス [多言語] (http://www.houterasu.or.jp/multilingual/)\n国選弁護人\n起訴後、被告人は裁判のための弁護人を依頼することができます。経済的に無理な場合は、依頼すれば政府の国選弁護人をつけてくれます。""}]"
在留資格認定証明書,滋賀県国際協会の情報のみを根拠に事実ベースで回答します。ご質問の「在留資格認定証明書」について、提供されたコンテキスト（S1-5）には在留資格認定証明書の具体的な解説は含まれていません。滋賀県在住者の在留関係の手続きは大阪入国管理局大津出張所で行うと記載がありますが、在留資格認定証明書の発行手続きや窓口についての直接の案内は見当たりません。よって、S1の関連ページと滋賀県在住者向けの案内としては、在留関係の手続き全般や外国人登録・在留情報に関する窓口情報のみが示されています。もし在留資格認定証明書の具体的な手続き情報が必要であれば、出入国在留管理庁の「在留関係手続き」ページをご参照ください。,"[{""sid"": ""S1"", ""question"": ""在留について"", ""answer"": ""日本に住む外国人には、それぞれの滞在目的に従って在留資格と在留期間が与えられます。おのおのの「在留資格」には活動できる内容が厳格に規定されています。\n関連ページ\n出入国在留管理庁 (http://www.moj.go.jp/isa/index.html)\n在留関係の手続きについては\n在留関係手続き (https://www.moj.go.jp/isa/applications/index.html)\n入国後の在留関係の手続き\n滋賀県在住の方は、\n大阪入国管理局大津出張所\nで行います。\n大阪入国管理局大津出張所 (http://www.moj.go.jp/isa/about/region/osaka/index.html)\n大津市京町3-1-1 大津びわ湖合同庁舎6階　　℡：077-511-4231\n一般的な内容についての相談\n外国人在留インフォメーションセンター・ワンストップ型相談センター（入国管理局）に外国語で問い合わせることもできます。\n外国人在留インフォメーションセンター (http://www.moj.go.jp/isa/consultation/center/japanese.html)\n℡ 0570-013904（ＩＰ, ＰＨＳ, 海外: 03-5796-7112）\n新しい在留資格への移行により、平成24年7月9日より前の住所は住民票には記載されません。 ※これまで市区町村で保管されていた「外国人登録原票」は、平成24年7月9日から法務省で保管されています。\n外国人登録原票に係る開示請求について（法務省HPへリンク） (http://www.moj.go.jp/isa/applications/disclosure/foreigner.html)""}]"
離婚について,日本では、離婚の準拠法は原則として夫婦の本国方が同一の場合はその法律、同一でない場合は居所法等による密接関連法の適用、ただし一方が日本に常居所を有する日本人である場合は日本法が適用されます。協議離婚が可能で、協議が成立しないときは家庭裁判所の調停・審判・地方裁判所の判決による離婚が選択されます。離婚に関する手続きや具体的な法適用については在日公館へ問い合わせてください。,"[{""sid"": ""S1"", ""question"": ""離婚届"", ""answer"": ""- それぞれの夫婦が離婚する場合、どの国の法律が適用されるかという準拠法に深くかかわってきます。\n- 日本では、離婚の準拠法について、第一に夫婦の本国方が同一の時はその法律（共通本国法）により、第二にその共通本国法がない場合において夫婦の常居所地法が同一であるときはその法律によるが、第三にそのいずれの法律もない時は夫婦にもっとも密接な関係のある地の法律（密接関連法）による、とされていますが、これには例外があって、夫婦の一方が日本に常居所がある日本人であるときは、日本の法律によって決められます。\n- 日本の法律が適用される場合、協議離婚をすることができます。協議が成立しない場合は、家庭裁判所の調停や審判による離婚、地方裁判所の判決による離婚のいずれの方法もとることができます。\n- 各国の離婚に関する法律については、各在日公館にお問い合わせください。""}]"
放棄された農地について,滋賀県の情報に基づくと、放棄地の取り扱いは農地の権利取得と管理に関連します。放棄地の問題は、農地中間管理機構などを通じて再利用・借り受けが検討されるケースが多く、農地の売買・賃借は市町の農業委員会の審査を経て権利取得手続きが行われます。また、農地の利用計画の公示によって権利を取得する方法や、滋賀県農地中間管理機構が仲介する土地の借り入れが活用されます。新たに農業を始める際には資金面の支援制度（青年等就農資金、次世代担い手育成基金など）を活用する案も案内されています。詳細は各市町の窓口や農政主管課、農地中間管理機構の案内を参照してください。,"[{""sid"": ""S1"", ""question"": ""農業をするには"", ""answer"": ""農業を仕事にしたい方\n次のようなステップで十分な準備をしてから始めましょう！\n1. 情報を収集する\n- 相談する\n- 農業イベントやセミナーに参加する\n2. 農業体験をする\n農業インターンシップ（１週間～６週間）に参加する。\n3. 技術を習得する\n- 滋賀県立農業大学校で学ぶ（１年課程または２年課程）\n- 先進農家や農業法人などで研修を受ける。\n農業次世代担い手育成基金\n次世代を担う農業者となることをめざし、就農に向けて県立農業大学校や県指導農業士等の先進農家において研修を受ける者に対して、最長2年間、年間150万円の資金を交付する制度です。（条件あり）\n4. 仕事の準備をする\n農業を仕事にするには、農業法人や農家等に就職するという方法と、自営で農業を行う方法があります。農業法人等で働いた後、自営農家になる人もいます。\n1)　農業法人などに就職する人：ハローワーク、「滋賀県農林漁業担い手基金」での職業紹介、農業法人などのホームページで就職先をさがす。 2)　自営で農業を行う人：「技術」に加えて「資金」や「農地」の準備も必要です。\n▲資金の確保 農業を始めるには、初期投資資金（農地賃借料、機械、施設など）、運転資金（肥料、農薬、光熱費等）そして自分の生活資金が必要です。\n青年等就農資金\n新たに農業を始めようとする人等で認定新規就農者の認定を受けた人に無利子で資金を貸しつける制度です。（条件あり）\n▲農地の確保 農地の売買や賃貸は、国全体の食料自給率の維持の観点などから管理されており、次のような方法で農地を確保します。\n- 市町の農業委員会で審査を経た上で権利取得の手続きを行う。\n- 市町の農政主管課に農地の売買賃借の意向を届け出て、農用地利用集積計画の\n公示により権利を取得する。\n- 滋賀県農地中間管理機構が仲介する土地に応募して農地を借り入れる。""}]"
中国の方の在留資格の相談,中国の方の在留資格に関する一般的な情報は、滋賀県国際協会が提供する在留情報ページに基づき回答します。在留資格は目的に応じて与えられ、各資格には活動内容が厳格に規定されています。具体的な在留資格の選択や手続きについては、法務省の在留関係手続きページおよび滋賀県住民向けの案内をご参照ください。,"[{""sid"": ""S2"", ""question"": ""在留について"", ""answer"": ""日本に住む外国人には、それぞれの滞在目的に従って在留資格と在留期間が与えられます。おのおのの「在留資格」には活動できる内容が厳格に規定されています。\n関連ページ\n出入国在留管理庁 (http://www.moj.go.jp/isa/index.html)\n在留関係の手続きについては\n在留関係手続き (https://www.moj.go.jp/isa/applications/index.html)\n入国後の在留関係の手続き\n滋賀県在住の方は、\n大阪入国管理局大津出張所\nで行います。\n大阪入国管理局大津出張所 (http://www.moj.go.jp/isa/about/region/osaka/index.html)\n大津市京町3-1-1 大津びわ湖合同庁舎6階　　℡：077-511-4231\n一般的な内容についての相談\n外国人在留インフォメーションセンター・ワンストップ型相談センター（入国管理局）に外国語で問い合わせることもできます。\n外国人在留インフォメーションセンター (http://www.moj.go.jp/isa/consultation/center/japanese.html)\n℡ 0570-013904（ＩＰ, ＰＨＳ, 海外: 03-5796-7112）\n新しい在留資格への移行により、平成24年7月9日より前の住所は住民票には記載されません。 ※これまで市区町村で保管されていた「外国人登録原票」は、平成24年7月9日から法務省で保管されています。\n外国人登録原票に係る開示請求について（法務省HPへリンク） (http://www.moj.go.jp/isa/applications/disclosure/foreigner.html)""}]"
医療通訳の依頼,滋賀県国際協会の情報に基づくと、医療通訳の依頼については公式サイトに掲載がなく、直接の案内は提供されていません。代わりに、滋賀県内の外国語対応医療機関リストや医療機関情報の参照先として以下を案内しています：医療ネットしがWebサイト（英語・韓国語・中国語対応）をご覧ください。 館内の外国語対応については、滋賀県内の外国語で対応可能な医療機関リストを以下サイトで確認してください。 なお、エイズ検査・相談に関する窓口は日本語対応が基本で、しが外国人相談センター等が日本語以外の対応を案内しています。 必要に応じて、現地の保健所へ問い合わせのうえ、医療通訳の手配を検討してください。,"[{""sid"": ""S1"", ""question"": ""滋賀県の病院、医院の情報は"", ""answer"": ""医療ネットしがWebサイトをご覧ください。\n対応言語：英語、ハングル、中文""}, {""sid"": ""S2"", ""question"": ""滋賀県内の外国語で対応可能な医療機関について"", ""answer"": ""滋賀県内の外国語で対応可能な医療機関リストは、以下のサイトをご覧ください。""}, {""sid"": ""S3"", ""question"": ""エイズの無料相談・検査のお知らせ"", ""answer"": ""- 匿名で検査を受けられます。\n- 梅毒の検査も一緒にできます。\n- 曜日・時間：HPで確認してください\n- 場所：県内保健所（大津市・草津・甲賀・東近江・彦根・長浜・高島）\n- 検査は電話予約が必要です。\n- 当日に検査結果をお渡しできない場合があります。（２～３週間後）\n問合せ先\n県内保健所（日本語のみ対応可能）\nしが外国人相談センター（日本語以外）\nTel 077-523-5646""}, {""sid"": ""S5"", ""question"": ""エイズ検査と相談"", ""answer"": ""エイズやHIV感染について不安に思うとき、抗体検査を保健所で受けましょう。相談、検査とも匿名、無料（原則）で受けられます。\n\nまた、滋賀県健康医療福祉部薬務感染症対策課内には専用電話を設置し、カウンセラーによる電話相談と面接を受け付けています。\nエイズ専用電話\n- 077-524-0051\n- 受付時間: 毎週月、水曜日　午前9時～12時""}]"
傷病手当金の受給,傷病手当金は、病気やケガのため長期間休業し給与が支払われない場合に受けられる給付です。給付額は直近12か月の給与の平均の2/3、支給条件として業務外の事由による休業・医師の診断で就労不可・連続する三日を含み四日以上休業・休業期間中の給与支払いなしが挙げられます。申請は協会けんぽ滋賀支部を通じて行います。詳しい手続きや条件の適用範囲は協会けんぽの公式情報をご確認ください。電話相談も可能です。参照元：S1,"[{""sid"": ""S1"", ""question"": ""【健康保険シリーズ3】病気やケガで休職した時の補償「傷病手当金」について"", ""answer"": ""会社で加入している健康保険には、医療費以外にも給付金があります。\nその一つが「傷病手当金」です。\n病気やケガで長期間仕事を休むと、給料が支払われなくなり生活費に困ることがあります。\nしかし傷病手当金を申請すれば、生活補償として給付金が健康保険より支給されます。\n傷病手当金は、病気休業中に被保険者とその家族の生活を保障するために設けられた制度で、被保険者が病気やケガのために会社を休み、会社から十分な報酬が受けられない場合に支給されます。\n【支給金額】直近１２か月の給与を平均した額の2/3\nただし、勤務先が社会保険に届けを出している給与総額です。手取りの金額とは一致しません。\n【支給の条件】\n1. 業務外の事由による病気やケガの療養のための休業であること\n2. 仕事に就くことができないこと（医師の証明が必要です）\n3. 連続する三日間を含み四日以上仕事につけなかったこと\n4. 休業した期間について給与の支払いがないこと（事業主の証明が必要です）\nその他、傷病手当金の詳細については協会けんぽのHPをご覧いただくか、お電話にてお問合せください。\n協会けんぽ滋賀支部\n℡　077-522-1099 (日本語)""}]"
入園者の聞き取り,滋賀県内の保育・教育制度の最新の料金や運用は各市町村教育委員会・児童福祉担当課へ確認してください。滋賀県国際協会が提供する情報の範囲では、在留関係や外国人向け相談窓口を案内しています。入園者の聞き取り自体の実務手順の具体は記載がありません。必要な場合は、滋賀県内の公的窓口へご相談ください。,"[{""sid"": ""S1"", ""question"": ""在留について"", ""answer"": ""日本に住む外国人には、それぞれの滞在目的に従って在留資格と在留期間が与えられます。おのおのの「在留資格」には活動できる内容が厳格に規定されています。\n関連ページ\n出入国在留管理庁 (http://www.moj.go.jp/isa/index.html)\n在留関係の手続きについては\n在留関係手続き (https://www.moj.go.jp/isa/applications/index.html)\n入国後の在留関係の手続き\n滋賀県在住の方は、\n大阪入国管理局大津出張所\nで行います。\n大阪入国管理局大津出張所 (http://www.moj.go.jp/isa/about/region/osaka/index.html)\n大津市京町3-1-1 大津びわ湖合同庁舎6階　　℡：077-511-4231\n一般的な内容についての相談\n外国人在留インフォメーションセンター・ワンストップ型相談センター（入国管理局）に外国語で問い合わせることもできます。\n外国人在留インフォメーションセンター (http://www.moj.go.jp/isa/consultation/center/japanese.html)\n℡ 0570-013904（ＩＰ, ＰＨＳ, 海外: 03-5796-7112）\n新しい在留資格への移行により、平成24年7月9日より前の住所は住民票には記載されません。 ※これまで市区町村で保管されていた「外国人登録原票」は、平成24年7月9日から法務省で保管されています。\n外国人登録原票に係る開示請求について（法務省HPへリンク） (http://www.moj.go.jp/isa/applications/disclosure/foreigner.html)""}]"
自転車保険について,滋賀県内では自転車保険への加入は義務ではありませんが、自転車利用者は自転車損害賠償保険等への加入が推奨されています（S3のビワイチ情報に「自転車損害賠償保険等への加入が義務づけられています」と記載あり） 。任意保険としては、賠償責任をカバーする自転車保険や個人賠償責任保険への加入が一般的です。自転車で事故を起こした場合の賠償リスクに備えるため、可能であれば自転車保険または任意の個人賠償責任保険へ加入することを検討してください。,"[{""sid"": ""S3"", ""question"": ""自転車で琵琶湖一周　 秋のビワイチ"", ""answer"": ""自転車で琵琶湖を一周する「ビワイチ」を知っていますか？\n琵琶湖周辺の豊かな自然や文化を感じながらのサイクリングは、これからの季節にはピッタリ！\n琵琶湖一周は約２００ｋｍでコースは２つ指定されています。\n「低速コース」\n家族連れなど初級・中級者用。　ゆっくり走れる自転車歩行者専用道路を走ります。\n「上級コース」\nサイクリング上級者向き。主に車道を走ります。\nおすすめコースやサポート情報など詳しくは「輪の国びわ湖」ホームページをご覧ください。\nhttps://www.biwako1.jp/ (https://www.biwako1.jp/)\nCYCLE STATION大津港\n大津港にビワイチのサイクル総合拠点が今年4月にオープン。レンタサイクルや自転車の修理や整備、ヘルメットやグローブなどサイクリングに必要なアイテムも全てレンタルでき、販売も行っています。おすすめのサイクリングルートや自転車観光に特化した情報も案内しています。\n大津港 旅客ターミナル　大津市浜大津５丁目１－７\nhttps://oportable.jp (https://oportable.jp)\nなぎさ公園の給水スポット\n空になったマイボトルに冷たい水を補給できる給水スポットが大津湖岸なぎさ公園打出の森にあります。\nペットボトルのごみの軽減にもつながるのでぜひビワイチの休憩に立ち寄ってください。\n大津市打出浜\nhttps://www.city.otsu.lg.jp/soshiki/080/2808/g/44087.html (https://www.city.otsu.lg.jp/soshiki/080/2808/g/44087.html)\n近江鉄道サイクルトレイン\n近江鉄道では、電車内への自転車の持ち込みが可能なサイクルトレインがあります。\n持ち込み料無料（運賃のみ）で自転車をそのまま電車に持ち込むことができます。\n一部区間では行っていないところもあるので詳しくはホームページを確認ください。\nhttps://www.ohmitetudo.co.jp/railway/fan/cycle/ (https://www.ohmitetudo.co.jp/railway/fan/cycle/)\nルールやマナーを守って楽しくサイクリングをしましょう♪\n- 滋賀県では、自転車利用者等は、自転車損害賠償保険等への加入が義務づけられています。\n- 自転車は車道の左側を走ります。\n- 車道の青線がビワイチの路面表示です。""}]"
協会けんぽの手紙について,"協会けんぽ滋賀支部の案内では、特定健診の案内は40歳以上のご家族へ毎年4月に自宅へ届くケースがあり、受診券があれば費用総額から7,150円引きになるなどの案内があります。手紙の詳細や様式変更などの最新情報については協会けんぽ滋賀支部へお問い合わせください（日本語対応）.","[{""sid"": ""S1"", ""question"": ""【健康保険シリーズ ８】年に１回は健診を受けましょう！"", ""answer"": ""健康診断を受けていますか？健診はからだの異常を早期に発見できる絶好の機会です。まったく自覚症状のない検査数値の異常も、放置しておくと命にかかわる病気に進行してしまう可能性があります。そのため、毎年の健診結果を確認、比較し、からだの変化を読み取ることが大切です。年に１回は必ず健診を受けましょう。\n日本では、４０歳から７４歳までの健康保険の加入者を対象とした「特定健診」を実施しています。加入する健康保険から年に１回健診費用の補助が受けられます。\n★お勤めの方\n年に１回、健康診断を従業員に受けさせることが事業主に義務付けられています。\n会社で健康診断の案内があったら必ず受診しましょう。法で定められた検査項目については、事業主が費用を負担します。\n★協会けんぽの健康保険に加入の扶養家族の方\n４０歳以上のご家族の方には、毎年４月に特定健診の案内が自宅に届きます。\n中には、受診券やパンフレットなどが入っています。事前に受けたい病院や会場を予約して、特定健診を受けましょう。受診券があれば、費用の総額から７,１５０円引きになります。 自己負担なしの無料で受けられる会場もありますので、案内が届いたら、必ず受診しましょう。\n★国民健康保険に加入中の方\n国民健康保険でも特定健診の受診を推進しており、自宅に案内を配付していますので、案内が届いたら必ず受診しましょう。案内の時期や内容については、住んでいる市町村役場に聞いてみましょう。\n協会けんぽに加入の皆様へ ～ お知らせ ～\n２０２３年１月から、協会けんぽの申請書・届出書の様式が変更になりました。\n新しい様式は、協会けんぽのホームページからダウンロードできます。\n古い様式の申請書・届出書をお持ちの方は、使用せず廃棄してください。""}]"
転出届について,転出届は、お住まいの市町役場に提出します。転居前の居住地の役場へ提出して下さい。,"[{""sid"": ""S2"", ""question"": ""引っ越し先が決まったら、何をしたらいいのでしょう？"", ""answer"": ""届け出\nお住まいの市町役場に転出届を出します。引っ越し後14日以内に、新住所の役場に転居、転入届を出し、在留カードとマイナンバーカードの住所変更も行います。\nまた、子どもさんがおられる方は、新しい保育園、幼稚園、学校への転入手続きも行います。職場、銀行への連絡や、運転免許証の住所変更も必要です。郵便局へ郵便物の転送届を出しておくと、引っ越し前の住所地に届いた郵便物を新住所に転送してもらえます。\n近所との付き合い\n日本では、引っ越した人が近所の人に挨拶をする習慣があります。近所の人と知り合って、ゴミの収集日や収集場所、災害時の避難場所など地域のルールを教えてもらいましょう。\n自治会\n地域ごとに住民が運営する自治会があります。自治会では、住民同士が地域での暮らしを良くするため、防犯、防災、美化活動を行ったり、地域の子どもたちがスポーツや祭りなどを楽しむ「子ども会」があるなど様々な活動をしています。それらの事業の運営のため、会員は自治会費を支払い、役割分担もあります。また、細かな地域の情報が掲載された「回覧板」が回ってきます。自治会は任意加入ですが、ゴミ収集場所の管理を自治会がしている場合など、加入が必要になることもあります。災害時などには近所同士の助け合いが必要になるので、近所とのお付き合いは大切にしましょう。\n※地域によって自治会の有無や活動内容、自治会費は異なりますので、必ず確認してください。""}]"
自動車教習所について,滋賀県には運転免許センターがあり、教習所に関する情報はS1とS3に関連します。運転免許取得には日本の講習・試験を受け、日本語・英語・ポルトガル語・中国語から筆記試験の言語を選択できます。具体的な教習所名の案内は本文にはありませんが、滋賀県内の運転免許関連窓口として滋賀県運転免許センターが記載されています（住所: 守山市木浜町2294番地、電話: 077-585-1255）。また夜間学級やフリースクールの案内はS2に含まれます。自動車教習所の詳細情報はこの資料には含まれていませんので、別途市町の教育委員会や運転免許関連窓口へご確認ください。,"[{""sid"": ""S1"", ""question"": ""運転免許証について"", ""answer"": ""滋賀県運転免許センター\n守山市木浜町2294番地　　℡　077-585-1255""}, {""sid"": ""S3"", ""question"": ""運転免許証の取得"", ""answer"": ""外国の免許がなく新しく日本の運転免許を取るには、日本人と同様の方法で試験を受けてください。 この場合の筆記試験は、日本語、英語、ポルトガル語、中国語から選択できます。\n日本の交通ルールについては、Rules of Road’( 「交通の教則本」JAF発行）が、英語，中国語、スペイン語、ポルトガル語で発行されています。""}]"
付き添い通訳について,滋賀県国際協会の情報のみを根拠とすると、付添い通訳に関する具体的な案内はこの情報源には記載されていません。必要であれば、関連機関の案内ページや窓口へ直接確認してください。,"[{""sid"": ""S1"", ""question"": ""郵便局について"", ""answer"": ""以下の関連ページに各言語で案内があります。""}]"
国民年金の加入について,国民年金は、20歳から59歳までの方で、厚生年金保険などに加入していない場合は加入する必要があります。加入者は国民年金に含まれ、老齢年金の基礎となる老齢基礎年金を受けられます。なお、20歳以降の任意加入や後納制度を利用して未納期間を解消する方法があります。詳しくは市町村の国民年金担当係へご相談ください。,"[{""sid"": ""S2"", ""question"": ""年金制度"", ""answer"": ""公的年金制度は、老齢、障害または死亡時の本人および遺族の生活保障の観点から、日本国内に住むすべての人について、一定の要件のもとに国籍を問わず適用しています。外国人の場合、1年以上の日本滞在を予定している人が対象となります。\n厚生年金保険\n給付の種類\n老齢厚生年金、障害厚生年金、遺族厚生年金\n国民年金\n20歳から59歳までの方で、厚生年金保険などに加入していない場合は国民年金に加入しなければいけません。\nお問い合わせ\n各市町村国民年金担当係""}, {""sid"": ""S4"", ""question"": ""年金を受け取るために必要な期間が１０年に短縮されました"", ""answer"": ""これまでは、老齢年金を受け取るためには、保険料納付済等期間が25年以上必要でしたが、2017年8月1日から、10年になりました。（遺族年金・障害年金の受給要件はこれまでどおり変更ありません。）\n老齢年金の受給資格は、以下の４項目をあわせた期間が１０年以上です。\n1. 保険料納付期間（国民年金保険料納付済み期間、厚生年金被保険者加入期間）\n2. 保険料免除、学生納付特例等の納付猶予を受けた期間\n3. 第３号被保険者期間（加入者に扶養されている被保険者）\n4. 合算対象期間（カラ期間） ＊\n＊4. のカラ期間は、年金額に反映されませんが、加入期間には計算される合算対象期間です。\n★ 合算対象期間 には、次のようなものがあります。\n日本国籍を取得した方、永住者等が年金の請求手続きをする際、海外在住期間があった場合に、このことを証明する書類が必要となります。このため、これまでのパスポートも大切に保管しておくことが大切です。また、2012年7月9日以前の「外国人登録原票」は、法務省で保管されています。このため、それ以前の出入国を証明するためには、出入(帰)国記録に係わる開示請求することになります。\n出入（帰）国記録に係る開示請求 (http://www.moj.go.jp/isa/applications/disclosure/record.html)""}]"
保護者に連絡したい,滋賀県国際協会の情報に基づくと、保護者に連絡したい場合は、まず適切な窓口として児童相談所やお住まいの市町村の児童家庭相談室へ連絡します。必要に応じて、虐待の疑いがある場合は24時間対応の虐待ホットライン189へ電話してください。その他、家庭児童相談室やファミリー・サポート・センター等の地域支援窓口も活用できます。,"[{""sid"": ""S2"", ""question"": ""児童虐待の疑いがある場合はすぐに連絡しましょう"", ""answer"": ""虐待ホットライン（24時間対応）\n電話 : 077-562-8996　（日本語）\n中央子ども家庭相談センター\n草津市笠山七丁目4番45号　　電話: 077-562-1121\n彦根子ども家庭相談センター\n彦根市小泉町932-1　　電話: 0749-24-3741\n大津・高島子ども家庭相談センター\n大津市におの浜4-4-5　　電話: 077-548-7768\n児童相談所全国共通ダイヤル（24時間対応）\n電話：189""}, {""sid"": ""S3"", ""question"": ""子育て応援シリーズ① 子どもが生まれたら"", ""answer"": ""子どもが生まれたらお住まいの役所で様々な手続きがあります。外国籍の子どもには、領事館（大使館）や出入国管理局での手続きも必要になります。\n役所でする手続き\n1. 出生届\n2. 児童手当\n3. 子どもの健康保険\n4. 福祉医療費助成（乳幼児）\n大使館・出入国管理局での手続き\n- 生まれてから30日以内に出入国管理局で子どもの在留許可申請をします。\n- 各国領事館 （大使館）で子どもの国籍を取得し、パスポートの申請をします。\n子どもとお母さんの健康のために\n出産後、子どもとお母さんの健康を定期的に確認します。子どもの各種健診や教室、訪問のほとんどが無料なので積極的に利用しましょう。心配なことがあれば相談しましょう。\n- 産後健診\n- 新生児訪問\n- 予防接種\n- 乳幼児健診\n- 離乳食教室\n子どもの成長、発達が気になる．．．\nまずは乳幼児健診の時やかかりつけ医に相談しましょう。\n市町の保健センター\n市町の発達支援室・センター (https://www.pref.shiga.lg.jp/file/attachment/5397382.pdf)\n発達障害に関する外国人保護者向けパンフレット\n発達障害情報・支援センター (http://www.rehab.go.jp/ddis/world/brochure/)\n育児の不安を相談したい．．．\n市町の家庭児童相談室　市町の役場で相談しましょう。\nこころんだいやる電話相談\nTEL： 077-524-2030\n（子ども・子育て応援センター　電話、または面接での相談ができます）\n児童相談所相談専用ダイヤル\nTEL：0120-189-783\n虐待かな．．．\n児童相談所虐待対応ダイヤル\nTEL：189\n子どもを一時的に預かってほしい．．．（事前登録要）\nファミリー・サポート・センター\nファミリー・サポート・センター (https://www.hugnavi.net/child/family.php)\n「子どもを預けたい人」と「子どもを預かりたい人」を結び付け、保育所までの送迎や、保護者の病気などの際に子どもを預かったりします。\n一時預かり事業\n保護者の病気や用事の時に子どもを保育所などで一時的に預かります。\n病児・病後児保育\n病児・病後児保育 (https://hugnavi.net/child/byouji.php)\n子どもが病気の際、保護者が家庭での保育が難しい場合に、医療機関や保育所等で子どもを一時的に保育します。\n働いているので子どもを保育所で預かってもらいたい．．．\n保育所、認定こども園、認可外子ども施設などで、０歳から子どもを預かってもらえます。施設の利用にはお住まいの市町から利用のための認定を受ける必要があります。市町の役場で相談しましょう。\n一人で子どもを育てています．．．\n経済支援、就労支援のほかに、家事や子育てのサポートが受けられます。\n市町の役場で相談しましょう。\n子どもとお出かけしたい．．．\n地域子育て支援拠点\n地域子育て支援拠点 (https://hugnavi.net/child/base.php)\n子育て中の親子が集い、相互交流や子育ての不安・悩みを相談できる場です。\n児童館\n児童館 (https://hugnavi.net/child/house.php)\n健全な遊びを通して、子どもの発達を援助していく施設です。\n♡滋賀県立びわ湖こどもの国\n滋賀県立びわ湖こどもの国 (http://www.biwa.ne.jp/~kodomo92/sp/index.html)\nたくさんの遊具がある大型の児童館です。　高島市安曇川町北船木\n悩みがあれば、相談しましょう！\n★言葉が心配なときは、「しが外国人相談センター」にお電話ください。\nTEL：077-523-5646\nSHIGA SMILE BABY PROJECT　～ありがとうの贈り物～\nSHIGA SMILE BABY PROJECT　～ありがとうの贈り物～ (https://www.pref.shiga.lg.jp/ippan/kosodatekyouiku/kosodate/319567.html)\n滋賀で生まれた子どもやその家族へ「おめでとう、ありがとう」の思いをこめて、社会全体で出産・子育てを応援しているというメッセージとともに「ありがとうの贈り物」をお届けします。\n対象：１歳未満の赤ちゃん　※事前申し込みが必要です。""}]"
保護者に連絡事項がある,滋賀県国際協会の情報では、保護者に連絡事項がある場合は、学校または関連機関を通じて連絡を行います。具体的な連絡方法は場面により異なるため、学校の入学案内や市町の案内を確認してください。必要に応じて、地域の相談窓口や家庭児童相談室にも相談できます。,"[{""sid"": ""S2"", ""question"": ""[小学校デビューQ＆A] 保護者はどのように学校と関わりますか？"", ""answer"": ""小学校にはPTAや保護者会があります。保護者と教職員が協力し合い、学校に通う子どもたちの健全な成長を見守る活動を行うのが、主な目的です。活動を支えるための入会金も必要になります。学校によって活動内容や運営方法は様々なので、入学時の案内を確認してください。""}]"
