相談内容,回答内容,回答に使用したQA資料
通訳の依頼,滋賀県国際協会の情報のみを根拠とした回答として、通訳の依頼については、具体的な窓口情報がS1に含まれており、OTIT外国人技能実習機構の母国語相談窓口が案内されています。必要に応じて上記の窓口へご連絡ください（英語・中国語・タガログ語・ベトナム語・インドネシア語等の対応あり）。,"[{""sid"": ""S1"", ""question"": ""技能実習について"", ""answer"": ""OTIT外国人技能実習機構　母国語相談\nTel 0120-250-147（英語 English）\nTel 0120-250-169 （中国語 中文）\nTel 0120-250-197（タガログ語 Tagalog）\nTel 0120-250-197（タガログ語 Tagalog）\nTel 0120-250-168（ベトナム語 Tiếng Việt）\nTel 0120-250-192（インドネシア語 Indonesia）　 　等々""}]"
在留資格申込書について,滋賀県国際協会の情報を根拠として、在留資格申請に関する具体的な手続きの詳細は提供されていません。滋賀県在住の方は大阪入国管理局大津出張所で在留関係の手続きが行われるとの案内は記載されていますが、申請書の入手方法・提出先・必要書類などの在留資格申請の実務情報は示されていません。申請書の入手方法や提出先など、在留資格申請に関する一般的な事項は出入国在留管理庁の公式ページをご確認ください。滋賀県国際協会の情報としては、在留関係の手続きは大阪入国管理局大津出張所で、問い合わせ先として外国人在留インフォメーションセンターなどの窓口が案内されています。,"[{""sid"": ""S1"", ""question"": ""在留について"", ""answer"": ""日本に住む外国人には、それぞれの滞在目的に従って在留資格と在留期間が与えられます。おのおのの「在留資格」には活動できる内容が厳格に規定されています。\n関連ページ\n出入国在留管理庁 (http://www.moj.go.jp/isa/index.html)\n在留関係の手続きについては\n在留関係手続き (https://www.moj.go.jp/isa/applications/index.html)\n入国後の在留関係の手続き\n滋賀県在住の方は、\n大阪入国管理局大津出張所\nで行います。\n大阪入国管理局大津出張所 (http://www.moj.go.jp/isa/about/region/osaka/index.html)\n大津市京町3-1-1 大津びわ湖合同庁舎6階　　℡：077-511-4231\n一般的な内容についての相談\n外国人在留インフォメーションセンター・ワンストップ型相談センター（入国管理局）に外国語で問い合わせることもできます。\n外国人在留インフォメーションセンター (http://www.moj.go.jp/isa/consultation/center/japanese.html)\n℡ 0570-013904（ＩＰ, ＰＨＳ, 海外: 03-5796-7112）\n新しい在留資格への移行により、平成24年7月9日より前の住所は住民票には記載されません。 ※これまで市区町村で保管されていた「外国人登録原票」は、平成24年7月9日から法務省で保管されています。\n外国人登録原票に係る開示請求について（法務省HPへリンク） (http://www.moj.go.jp/isa/applications/disclosure/foreigner.html)""}]"
パスポートの名前の変更について,滋賀県国際協会の情報を根拠に、パスポートの氏名変更については、海外渡航前に新しい氏名でのパスポート発行手続きを進める必要があります。氏名変更後に新しいパスポートを取得した場合、渡航先の入国要件や航空会社の旅券一致要件に合わせて、他の関連書類（ビザ・渡航既定）も更新してください。なお、具体的な手続き方法の案内は提供されていません。必要に応じて、最寄りのパスポート窓口または日本政府の公式案内をご確認ください。,"[{""sid"": ""S1"", ""question"": ""郵便局について"", ""answer"": ""以下の関連ページに各言語で案内があります。""}]"
病院を受診したい,病院を受診する際は、保険証を持参してください。保険証を提示すると医療費が原則3割負担になります。急病のときは時間外の追加料金がかかることがあるので、事前に診療時間を確認しましょう。初めはかかりつけ医を受診し、必要に応じ大病院へ紹介状をもらうと費用を抑えやすくなります。,"[{""sid"": ""S1"", ""question"": ""【健康保険シリーズ２】日本での病院のかかり方について"", ""answer"": ""保険証を持っていこう\n保険証とは、病院で受診するときに提示するカードです。会社や市役所から発行されます。日本では病院で保険証を提示すると、国の基準で定めた医療費の３割で受診できるのでとても安くなります。でも保険証を忘れてしまうと全額自己負担になるだけでなく、国の基準ではなく病院が自由に医療費を決めるため、より高額になることがあります。出かけるときは忘れずに保険証を携帯しましょう。将来はマイナンバーカードが保険証として使えるようになりますから、早めにマイナンバーカードを作ったほうが良さそうですね。\n保険証が使えないときもある\n保険証は日本のほとんどの病院や調剤薬局で使うことができます。しかし使えない受診もあります。民間療法など国の基準に該当しない治療のほか、美容整形や歯列矯正など日常生活に支障がない治療には使えません。予防接種や健康診断、人工妊娠中絶も対象外になります。仕事中や通勤中の怪我の場合、会社で働いている方は健康保険とは別に労働災害保険にも入っていますので、労働災害保険が補償してくれます。会社に相談してください。そしてこの場合、保険証は使えませんので注意してください。\n【病院のかかり方で上手に節約】\n休日や夜間に急病になったとき、診療してくれる医療機関は心強い存在です。しかし病院のかかり方によっては、割増料金がかかり医療費が高額になることがあります。\n◇時間外に受診すると追加料金がかかる\n診療時間外（夜間、早朝、休日（日曜・祝日）、深夜）に受診すると、通常料金とは別に追加料金を支払うことになります。また薬局で薬を調剤してもらう場合も同様です。ホームぺージ等で診療時間を確認してから行きましょう。\n◇いきなり大病院に行くと特別料金がかかる\n大きな病院に紹介状なしで受診をすると特別料金が5,000円以上かかります。\nまずはお近くのかかりつけ医を受診し、必要な場合は紹介状を書いてもらい大病院を受診しましょう。\n◇複数の病院を受診すると医療費が高くなる\n「症状がよくならないから」「場所が遠いから」などの理由で病院を変えたことはありませんか？\nしかし、途中で病院を変えると毎回「初診料」がかかり、検査や投薬も重複するため、医療費が高くなります。「かかりつけ医」を決めて、同じ病院で受診しましょう。""}]"
面談について,滋賀県国際協会の情報に基づくと、面談に関する具体的な案内はS1～S5の中では明示されていません。労働トラブル時は労働基準監督署へ、悩まずすぐ相談は市町役場の障害福祉担当課など、各機関の窓口を案内しています。ご希望の面談の用途（労働関係、離婚、就職支援、技能実習など）に応じて、該当窓口へご相談ください。,"[{""sid"": ""S1"", ""question"": ""労働トラブルの相談"", ""answer"": ""労働関係のトラブルがあった場合は、下記の労働基準監督署に相談しましょう。（労働契約、就労規則、給料明細などがあれば持参してください）""}]"
精神不安定について,精神不安定に対しては、学校の先生やスクールカウンセラーへの相談を第一に考え、必要に応じて通訳を依頼しつつ、こどもの人権110番、チャイルドライン、24時間子供SOSダイヤルなどの相談窓口も利用してください。緊急性が高い場合は、迷わず身近な大人や専門機関に連絡してください。,"[{""sid"": ""S1"", ""question"": ""困りごとがあれば学校に相談しましょう！"", ""answer"": ""学校ではたくさんの手紙が配(られるので、わからない場合は先生に確認したり、面談の時には通訳をお願いしましょう。悩みや問題があれば、先生やスクールカウンセラーに相談しましょう。\n学校以外で子どもが相談できるところ\n自分のこと、友達のこと、家族のこと、その他の事で悩み、困っていることがあれば相談してください。\n- こどもの人権110番 0120-007-110　月～金8:30 -17:15\n- チャイルドライン 0120-99-7777　毎日　16:00 - 21:00\n- 24時間子供SOSダイヤル 0120-0-78310　2４時間対応（年末年始も可）""}]"
知り合いが心配,知り合いの相談には、滋賀県国際協会の情報に基づき、まず家庭裁判所の調停を検討してください。大津家庭裁判所や彦根・長浜支部、または京都外国人の夫婦と親子に関する紛争解決センターへ連絡するとよいです。必要に応じて公的窓口を案内します。,"[{""sid"": ""S1"", ""question"": ""離婚についての話し合いがうまくいきません。"", ""answer"": ""家庭裁判所の調停で話し合うことができます。（日本語）\n- 大津家庭裁判所 　℡　077-503-8151\n- 大津家庭裁判所 彦根支部 　℡　0749-22-0167\n- 大津家庭裁判所 長浜支部 　℡　0749-62-0240\n- 京都外国人の夫婦と親子に関する紛争解決センター 　℡　075-692-3555""}]"
不動産屋からの連絡について,不動産屋に仲介を依頼した場合、費用として通常1ヶ月分の仲介手数料が発生します。また、契約時には敷金・礼金が関係することがあります。詳しくは滋賀県の情報に基づきご案内しました。,"[{""sid"": ""S1"", ""question"": ""賃貸住居"", ""answer"": ""家やアパートを借りたい場合は、不動産業者に相談してください。\n\n契約に必要とされるのは\n敷金\n家賃支払いの担保として家主に預けておくお金です。退去する際に返金されるものです。未払い賃料および借りていた家の中に損害がある場合は、その修理費をさし引かれますが、残高が戻ります。\n礼金\n家主に支払う一時金で返金されないもの。\n報酬\n不動産業者に仲介を依頼した時は、通常1ヶ月分が必要です。""}]"
住宅ローン付き不動産の相続について,滋賀県の情報として、住宅ローン付き不動産の相続について、相続税・登記等具体的な法的取り扱いの詳細は記載がありません。相続発生時には一般に不動産の所有権承継や抵当権の扱い、ローンの継続・清算方法等が関係しますが、当協会が提供する情報源には、住宅ローンの借入条件や相続手続きに関する具体的な指針は掲載されていません。相続時には金融機関との連携が重要となるため、専門家（司法書士・税理士・金融機関）への相談を推奨します。なお、公的な居住支援・住宅セーフティネット制度や空き家バンク等の情報はS5/S4に説明があります。,"[{""sid"": ""S4"", ""question"": ""新型コロナウイルス感染症の影響を受けた方への生活支援について"", ""answer"": ""住居確保給付金（家主さんに直接支払われる家賃）\n対象\n離職・廃業から２年以内または休業等により収入が減少し、離職等と同程度の状況にある方\n支給期間\n原則３カ月（最長９カ月まで）\n支給額\n家賃相当額を自治体から家主さんに支給\n申請方法\n市にお住まいの方は各市。町にお住まいの方は各町の社会福祉協議会\nご案内\n住居確保給付金のご案内はこちらから (https://www.mhlw.go.jp/content/000626236.pdf)\n★滋賀県では県営住宅での一時的な受入れを行っています。\n対象\n新型コロナウイルスの感染症に起因する解雇等により住宅の退去を余儀なくされた方\n入居期間\n最長一年間\n申込方法\n県庁土木交通部住宅課へお電話　（℡　０７７－５２８－４２３４）\nその他、生活にお困りの方は、お住まいの市町の福祉課や社会福祉事務所で相談しましょう！""}, {""sid"": ""S5"", ""question"": ""住む家を探すには？"", ""answer"": ""住まい探しに役立つ情報です。住宅には、「公営住宅」、「賃貸住宅」、「持ち家」などがあります。\n公営住宅\n所得の低い人など一定の条件を満たす人を対象に、公的な住宅があります。定期的に募集をおこない、抽選によって入居が決定します。滋賀県には県営住宅と、市町によって市営や町営住宅があるところもあります。在留資格や所得の要件があるので、確認してください。\n県営住宅\n滋賀県には、県営住宅が県内各地域にあり、年4回（４月、７月、１０月、１月）募集があります。\n市営町営住宅\nお住まいの市町役場に問い合わせてください。\n賃貸住宅\n一般に、日本では不動産屋で物件を探し、書面で契約を結びます。契約時、物件により、礼金や敷金が必要になります。（礼金は家主へのお礼として支払うお金で戻ってきません。敷金とは退去時に原状回復のために使われ、一部戻ってくる場合もあります。）また、連帯保証人が必要な場合と、家賃保証会社を利用する場合があります。その他、不動産屋への仲介手数料の支払いがあります。契約に火災保険の加入が含まれる場合が一般的です。その他、管理費や２年ごとに更新料を支払う必要がある場合が多いです。\nお役立ちサイト\n- [ 不動産情報検索サイト ] （公社）滋賀県宅地建物取引業協会 (https://www.hatomarksite.com/search/shiga/)\n- [ 外国語が話せる不動産店一覧 ] （公財）日本賃貸住宅管理協会 (https://www.jpm.jp/multilingual/index.html)\n- [ 外国人の民間賃貸住宅への円滑な入居について ]　国土交通省 (https://www.mlit.go.jp/jutakukentiku/house/jutakukentiku_house_tk3_000017.html)\n滋賀県の居住支援・住宅セーフティネット制度\n滋賀県での高齢者世帯、障害者世帯、外国人世帯、子育て世帯の入居を受け入れる民間賃貸住宅等の情報です。\n- 滋賀県のセーフティネット住宅 (https://safetynet-jutaku.mlit.go.jp/guest/apart_list.php?pref=25)\n- 滋賀あんしん賃貸住宅 (https://www.pref.shiga.lg.jp/ippan/kendoseibi/zyuutaku/300196.html)\n火災保険\n住宅は賃貸や持ち家にかかわらず、火災保険に加入する必要があります。\n賃貸アパートやマンションなどの場合、入居時や更新時に「大家」と「入居者」がそれぞれ火災保険に加入するケースが一般的です。建物は大家の資産なので、建物に対する火災保険は大家が加入して保険料を支払い、室内の家具や家電などの家財道具に対する保険は、入居者が加入し保険料を支払います。持ち家であれば建物と家財の両方を補償する火災保険に入ります。\n持ち家\n日本では、不動産を購入する際に国籍や在留資格に基づく制限はありません。ただし住宅ローンの借り入れは、永住者や特別永住者の在留資格をお持ちの方に限られています。年齢や所得、勤続年数などの基準を満たし、審査に通ると住宅ローンを組むことができます。また、要件などを満たせば、確定申告で住宅ローン控除を受けることができます。住宅を購入した後、経済状況に変化があった場合は、住宅ローンの借り換えや返済について、銀行に条件変更の相談をしましょう。\nまた、１月１日に住宅を所有している人は、その資産をもとに算定した固定資産税をお住まいの市町役場に支払います。\n空き家バンク\n空き家の賃貸・売却を希望する人が登録した情報を、空き家の利活用を希望する人に紹介する制度です。希望する市町役場の住宅課に空き家バンクがあるかたずねてください。\n- 空き家バンク (https://www.akiya-athome.jp/buy/25/)\n困ったときの相談窓口　（相談無料）\n入居中・契約の解除・明渡し時のトラブルなどの相談窓口：・滋賀県消費生活センター（彦根）/ TEL 0749-23-0999\n住宅取得や不具合、事業者とのトラブルなど様々な住宅についての相談窓口：・住まいるダイヤル/ TEL 03-3556-5147\n引っ越し先が決まったら、何をしたらいいのでしょう？\n届け出\nお住まいの市町役場に転出届を出します。引っ越し後14日以内に、新住所の役場に転居、転入届を出し、在留カードとマイナンバーカードの住所変更も行います。また、子どもさんがおられる方は、新しい保育園、幼稚園、学校への転入手続きも行います。職場、銀行への連絡や、運転免許証の住所変更も必要です。郵便局へ郵便物の転送届を出しておくと、引っ越し前の住所地に届いた郵便物を新住所に転送してもらえます。\n近所との付き合い\n日本では、引っ越した人が近所の人に挨拶をする習慣があります。近所の人と知り合って、ゴミの収集日や収集場所、災害時の避難場所など地域のルールを教えてもらいましょう。\n自治会\n地域ごとに住民が運営する自治会があります。自治会では、住民同士が地域での暮らしを良くするため、防犯、防災、美化活動を行ったり、地域の子どもたちがスポーツや祭りなどを楽しむ「子ども会」があるなど様々な活動をしています。それらの事業の運営のため、会員は自治会費を支払い、役割分担(ぶんたん)もあります。また、細かな地域の情報が掲載された「回覧板」が回ってきます。自治会は任意加入ですが、ゴミ収集場所の管理を自治会がしている場合など、加入が必要になることもあります。災害時などには近所同士の助け合いが必要になるので、近所とのお付き合いは大切にしましょう。\n※地域によって自治会の有無や活動内容、自治会費は異なりますので、必ず確認してください。""}]"
自主退職を促された,滋賀県国際協会の情報に基づくと、自主退職を促された場合でも、退職時の手続きは就業規則の定めや雇用契約の内容に従います。民法第627条により、期間の定めのない労働契約では退職の申し出から原則として2週間後に契約が終了します。退職時期については会社と充分話し合うのが望ましいです。解雇の場合は30日前予告が必要で、予告日数が不足する場合には不足日数分の平均賃金を支払います。,"[{""sid"": ""S1"", ""question"": ""退職するときは"", ""answer"": ""自己都合による退職\n退職については、通常就業規則に定めがありますので、あらかじめその内容や手続きについて確認しておきましょう。 　なお、民法（第627条）によれば、期間に定めのない労働契約の場合は，原則として退職の申し入れから２週間後に契約は終了するものとされています。\nただし、急に「辞めたい」と申し入れることは、会社にとっては事務引継ぎなどで困ることもありますので、退職の時期等については会社と充分話し合うことが望ましいでしょう。\n事業主からの解雇\n解雇に当たっては、雇用者は労働者に少なくとも30日前にその予告をする必要があり、30日前に予告しない場合には30日に不足する日数分の平均賃金（解雇予告手当）を支払う必要があります。（労働基準法20条、21条）。""}]"
運転免許証の持ち方変更について,滋賀県国際協会の情報としては、運転免許証の持ち方変更について直接の記述はS1～S5には含まれていません。運転免許に関する情報は、運転免許センター所在地や免許の取得・切替手続き、マイナンバーカードへの記録、二輪車のルール等が示されています。持ち方変更に関する詳しい手続きは、上記の情報源には記載がありません。,"[{""sid"": ""S1"", ""question"": ""運転免許証について"", ""answer"": ""滋賀県運転免許センター\n守山市木浜町2294番地　　℡　077-585-1255""}, {""sid"": ""S2"", ""question"": ""運転免許証の取得"", ""answer"": ""外国の免許がなく新しく日本の運転免許を取るには、日本人と同様の方法で試験を受けてください。 この場合の筆記試験は、日本語、英語、ポルトガル語、中国語から選択できます。\n日本の交通ルールについては、Rules of Road’( 「交通の教則本」JAF発行）が、英語，中国語、スペイン語、ポルトガル語で発行されています。""}, {""sid"": ""S3"", ""question"": ""外国の運転免許証から日本の運転免許証への切り替え"", ""answer"": ""- 外国の運転免許証から日本の運転免許証への切替手続について (https://www.pref.shiga.lg.jp/police/menkyo/kokugai/301012.html)\n- CONVERTING YOUR OVERSEAS DRIVER’S LICENSE TO A JAPANESE LICENSE (https://www.pref.shiga.lg.jp/police/menkyo/kokugai/301012.html#%E8%8B%B1%E8%AA%9E)\n- 외국 운전면허를 국내 운전면허로 교체 신청하시는 분께 (https://www.pref.shiga.lg.jp/police/menkyo/kokugai/301012.html#%E9%9F%93%E5%9B%BD%E8%AA%9E)\n- 外国驾照换领日本驾照须知 (https://www.pref.shiga.lg.jp/police/menkyo/kokugai/301012.html#%E4%B8%AD%E5%9B%BD%E8%AA%9E)\n- TROCA DA CARTEIRA DE HABILITAÇÃO ESTRANGEIRA PARA A CARTEIRA DE HABILITAÇÃO DO JAPÃO (https://www.pref.shiga.lg.jp/police/menkyo/kokugai/301012.html#%E3%83%9D%E3%83%AB%E3%83%88%E3%82%AC%E3%83%AB%E8%AA%9E)\n- CAMBIO DE SU LICENCIA DE CONDUCIR EXTRANJERA A LA LICENCIA JAPONESA (https://www.pref.shiga.lg.jp/police/menkyo/kokugai/301012.html#%E3%82%B9%E3%83%9A%E3%82%A4%E3%83%B3%E8%AA%9E)""}, {""sid"": ""S4"", ""question"": ""2025年3月24日よりマイナ免許証の運用開始"", ""answer"": ""運転免許の情報をマイナンバーカードに記録する手続きは運転免許センターと警察署でできます。詳しくは警察庁のHPで確認ください。\nhttps://www.npa.go.jp/bureau/traffic/r4kaisei_main.html (https://www.npa.go.jp/bureau/traffic/r4kaisei_main.html)""}, {""sid"": ""S5"", ""question"": ""二輪車のルールを知ってますか？"", ""answer"": ""自転車用ヘルメットの着用について\n道路交通法の一部を改正する法律の施行により、2023年4月1日から\n自転車利用者のヘルメット着用が努力義務になりました。\n。\n【自転車の運転者等の遵守事項】\n1. 自転車の運転者は、乗車用ヘルメットをかぶるよう努めなければなりません。\n2. 自転車の運転者は、子どもを乗せる場合、または他人に自転車を貸す場合は、その人に乗車用ヘルメットをかぶらせるよう努(つと)めなければなりません。\n3. 保護者の方は、児童や幼児が自転車を運転するときは、ヘルメットをかぶらせるよう努めなければなりません。\nバイク購入時の手続きについて\n販売店で原付バイクを購入すれば手続きはすべて行ってくれます。しかし、知人や友人、ネットオークションなどで中古バイクを譲り受けた場合は、自分で名義変更等の手続きをします。\n名義変更（登録）の手続きをする方法\nバイクの名義変更（登録）の方法は、バイクの排気量によって異なります。\n☆☆\t☆\t原付バイク（50～125cc）\n新しい所有者が住民登録をしている市役所で手続きできます。\n☆☆\t☆\t軽二輪バイク、中型・大型バイク（12６cc以上）\n新しい所有者の住所を管轄している運輸支局（陸運局）で手続きをします。\n滋賀運輸支局：守山市木浜町2298番地の5\n登録検査手続き案内：050-5540-2064\n! \t\t個人売買の基本ルールとしては買い手側が名義変更の手続きを行いますが、友人から買う場合は一緒に陸運局や役所に手続きに行く方法もあります。\n自賠責保険への加入\nバイク保険は「自賠責保険」と「任意保険」の二種類があります。\nバイクを購入すると自賠責保険への加入が必須です。\n自賠責保険は人身事故の補償を対象とした強制加入のもので、未加入運転の場合には罰則があります。また、加入は義務ではありませんが、被害者と加害者両方を補償できる任意保険に加入しておくと安心です。""}]"
解雇について,滋賀県国際協会の情報に基づくと、解雇には次のポイントがあります。事業主が解雇する場合、労働基準法上、少なくとも30日前に予告する義務があり、予告日がない場合には不足日数分の平均賃金を支払う必要があります（解雇予告手当）。また、退職時の自己都合と解雇では手続きや期間の取り扱いが異なるため、就業規則の定めと事業主との話し合いが望ましいとされています。詳しくは滋賀労働局などの窓口へ相談してください。,"[{""sid"": ""S1"", ""question"": ""退職するときは"", ""answer"": ""自己都合による退職\n退職については、通常就業規則に定めがありますので、あらかじめその内容や手続きについて確認しておきましょう。 　なお、民法（第627条）によれば、期間に定めのない労働契約の場合は，原則として退職の申し入れから２週間後に契約は終了するものとされています。\nただし、急に「辞めたい」と申し入れることは、会社にとっては事務引継ぎなどで困ることもありますので、退職の時期等については会社と充分話し合うことが望ましいでしょう。\n事業主からの解雇\n解雇に当たっては、雇用者は労働者に少なくとも30日前にその予告をする必要があり、30日前に予告しない場合には30日に不足する日数分の平均賃金（解雇予告手当）を支払う必要があります。（労働基準法20条、21条）。""}]"
永住申請の書類の確認,永住申請に関する書類の確認について、滋賀県国際協会が提供する情報には直接の手続き要件・提出書類リストは含まれていません。よって、当協会の情報を根拠として事実ベースで回答できる項目はありません。具体的な書類の確認方法や必要書類は、日本の入管や自治体の案内、または専門の行政窓口にご確認ください。,"[{""sid"": ""S1"", ""question"": ""自分の年金情報をチェック！"", ""answer"": ""毎年1回、誕生月に国民年金および厚生年金保険の加入者（被保険者）には、年金加入記録の確認のため、「ねんきん定期便」が届きます。届出住所が現住所と異なっている場合、「ねんきん定期便」が届きませんので、住所が変った場合は住所変更を届け出ましょう。\n年金記録の確認は\nねんきんネット (https://www.nenkin.go.jp/n_net/index.html)\n年金定期便・年金専用ダイヤル　℡　0570-058-555\n★\t保険料納付期間が１０年に満たない方も年金事務所で確認しましょう！ 年金記録に漏れがないか。（基礎年金番号が他にないか。別の氏名で登録されたものがないか。 合算対象期間がないか。（特に永住者、日本国籍の方は海外の滞在期間が合算されます。）\n★\t資格期間を満たすために次のような方法があります。 ６０歳から６５歳まで国民年金に任意加入する。（1965年4月1日以前生まれの方は最長７０歳まで任意加入できます） 国民年金後納制度を使い未納期間を解消する。（2018年9月30日まで５年後納制度が適用されます）""}]"
家庭裁判所のお知らせ,"家庭裁判所のお知らせとしては、離婚に関する話し合いは家庭裁判所の調停で進めることができます。連絡先は以下の通りです。
- 大津家庭裁判所: 077-503-8151
- 大津家庭裁判所 彦根支部: 0749-22-0167
- 大津家庭裁判所 長浜支部: 0749-62-0240
- 京都外国人の夫婦と親子に関する紛争解決センター: 075-692-3555
これらを通じて調停の申立てや相談を行うことができます。","[{""sid"": ""S1"", ""question"": ""離婚についての話し合いがうまくいきません。"", ""answer"": ""家庭裁判所の調停で話し合うことができます。（日本語）\n- 大津家庭裁判所 　℡　077-503-8151\n- 大津家庭裁判所 彦根支部 　℡　0749-22-0167\n- 大津家庭裁判所 長浜支部 　℡　0749-62-0240\n- 京都外国人の夫婦と親子に関する紛争解決センター 　℡　075-692-3555""}]"
貸付金についてのお知らせ,滋賀県内の教育資金貸付制度として、生活福祉資金教育貸付（教育支援金）などがあり、対象は低所得世帯で無利子。ひとり親家庭・寡婦福祉資金の就学関連貸付・修学資金・就学支度金、無利子。教育一般貸付は国の教育ローンで有利子。銀行の教育ローンは有利子。詳しくは滋賀県社会福祉協議会（TEL：077-567-3903）や滋賀県健康医療福祉部子ども・青少年局（TEL：077-528-3554）へ。,"[{""sid"": ""S2"", ""question"": ""教育資金貸付制度、教育ローン"", ""answer"": ""＊在留資格について、制約がある場合があります。\n金利、返済期間等について、確認してから借りましょう。\n生活福祉資金教育貸付 (教育支援金)\n[対象者] 低所得者世帯\n[連絡先・備考] 滋賀県社会福祉協議会 　 TEL：077-567-3903\n＊無利子\nひとり親家庭・寡婦福祉資金の修学資金、就学支度金の貸付\n[対象者] 母子父子家庭\n[連絡先・備考]\n滋賀県健康医療福祉部子ども・青少年局 TEL：077-528-3554\n大津市在住者は大津こども家庭課　 TEL：077-528-2686\n＊無利子\n教育一般貸付 国の教育ローン\n[連絡先・備考]\n日本政策金融公庫 (https://www.jfc.go.jp/n/finance/search/ippan.html)\n教育コールセンター TEL：0570-008656\n＊有利子\n銀行の教育ローン\n[連絡先・備考] 各銀行（銀行により金利が異なります）\n＊有利子""}]"
日系4世に関するお問い合わせ,滋賀県国際協会の情報には、日系4世に特化した記載はありません。日系4世に関する具体的な在留資格や制度については、出入国在留管理庁および市区町村窓口の案内をご確認ください。必要に応じて、外国人在留インフォメーションセンターへ問い合わせることが推奨されています。,"[{""sid"": ""S1"", ""question"": ""在留について"", ""answer"": ""日本に住む外国人には、それぞれの滞在目的に従って在留資格と在留期間が与えられます。おのおのの「在留資格」には活動できる内容が厳格に規定されています。\n関連ページ\n出入国在留管理庁 (http://www.moj.go.jp/isa/index.html)\n在留関係の手続きについては\n在留関係手続き (https://www.moj.go.jp/isa/applications/index.html)\n入国後の在留関係の手続き\n滋賀県在住の方は、\n大阪入国管理局大津出張所\nで行います。\n大阪入国管理局大津出張所 (http://www.moj.go.jp/isa/about/region/osaka/index.html)\n大津市京町3-1-1 大津びわ湖合同庁舎6階　　℡：077-511-4231\n一般的な内容についての相談\n外国人在留インフォメーションセンター・ワンストップ型相談センター（入国管理局）に外国語で問い合わせることもできます。\n外国人在留インフォメーションセンター (http://www.moj.go.jp/isa/consultation/center/japanese.html)\n℡ 0570-013904（ＩＰ, ＰＨＳ, 海外: 03-5796-7112）\n新しい在留資格への移行により、平成24年7月9日より前の住所は住民票には記載されません。 ※これまで市区町村で保管されていた「外国人登録原票」は、平成24年7月9日から法務省で保管されています。\n外国人登録原票に係る開示請求について（法務省HPへリンク） (http://www.moj.go.jp/isa/applications/disclosure/foreigner.html)""}]"
