相談内容,回答内容,回答に使用したQA資料
在留資格について,在留資格には、それぞれ活動できる内容が厳格に規定されています。在留期間とともに与えられ、滋賀県在住の方は大阪入国管理局大津出張所で手続きを行います。,"[{""sid"": ""S2"", ""question"": ""在留について"", ""answer"": ""日本に住む外国人には、それぞれの滞在目的に従って在留資格と在留期間が与えられます。おのおのの「在留資格」には活動できる内容が厳格に規定されています。\n関連ページ\n出入国在留管理庁 (http://www.moj.go.jp/isa/index.html)\n在留関係の手続きについては\n在留関係手続き (https://www.moj.go.jp/isa/applications/index.html)\n入国後の在留関係の手続き\n滋賀県在住の方は、\n大阪入国管理局大津出張所\nで行います。\n大阪入国管理局大津出張所 (http://www.moj.go.jp/isa/about/region/osaka/index.html)\n大津市京町3-1-1 大津びわ湖合同庁舎6階　　℡：077-511-4231\n一般的な内容についての相談\n外国人在留インフォメーションセンター・ワンストップ型相談センター（入国管理局）に外国語で問い合わせることもできます。\n外国人在留インフォメーションセンター (http://www.moj.go.jp/isa/consultation/center/japanese.html)\n℡ 0570-013904（ＩＰ, ＰＨＳ, 海外: 03-5796-7112）\n新しい在留資格への移行により、平成24年7月9日より前の住所は住民票には記載されません。 ※これまで市区町村で保管されていた「外国人登録原票」は、平成24年7月9日から法務省で保管されています。\n外国人登録原票に係る開示請求について（法務省HPへリンク） (http://www.moj.go.jp/isa/applications/disclosure/foreigner.html)""}]"
クレジットカードについて,クレジットカードに関する情報は、提供されたS1〜S5の文献には直接言及されていません。滋賀県国際協会の情報のみを根拠にする場合、クレジットカード自体の取り扱い・安全対策に関する具体的な記述は見当たりません。該当する情報が見つからないため、現時点での事実ベースの回答ができません。必要であれば、関連機関の公式情報をご案内します。,"[{""sid"": ""S1"", ""question"": ""金融トラブルにご注意！！"", ""answer"": ""電子マネーのトラブル\nインターネット有料サイトの利用料金未納を騙った架空請求など、詐欺行為の支払手段として現金だけでなく、電子マネーを悪用した被害が急増しています。\n※预プリペイドカードなどの電子マネーは、相手にカードを渡さなくても、カードに記載された番号等を伝えるだけで電子マネーの価値を譲渡したことになります。\n詐欺です！：「コンビニで電子マネーカードを買って、カード番号を教えて。\n」\n！身に覚えのない請求等に返信、連絡しないでください。\n！事業者、法務省や裁判所などが「未納料金などの支払い」の名目で、　　コンビニで電子マネーカードを購入させることは絶対にありません。\nマネー・ロンダリング（犯罪に関係するお金を持っている人をわからなくすること）は違法です！\n詐欺です！：「このお金をあなたの口座から送金してほしいんです。一万円あげますから。」\n！口座を他人にあげるなどの行為は違法です。\n！違法な業者かどうか判断できない場合はその業者は使わないでください。\n　金融庁ウェブサイトの資金移動業者登録一覧に載っていない業者は違法です。\nここから確認できます→　https://www.fsa.go.jp/menkyo/menkyoj/shikin_idou.pdf\n。\nメール・SMS（ショートメッセージサービス）による被害防止対策として、あらかじめ受信拒否設定をしておくことが効果的です。\n！おかしいと思ったら、すぐに家族や友人、警察＃9110（警察相談専用電話）に相談！\n- 消費者ホットライン　　　　１８８　（日本語）\n- 訪日外国人観光客消費者ホットライン 03-5449-0906\n- 金融サービス利用者相談室0570-016811（从ＩＰ電話からは：03-5251-6811）\n- 英語ワンストップ窓口　　　email: equestion@fsa.go.jp""}]"
自己都合退職について,自己都合退職を選択する場合、退職の時期や手続きは就業規則に定めがあるため事前に確認しましょう。民法627条により、期間の定めがない労働契約の場合、原則として退職の申し入れから2週間後に契約は終了します。ただし急な退職は会社の事務引継ぎなどに支障をきたすことがあるため、退職時期などについては会社と十分話し合うことが望ましいです。,"[{""sid"": ""S1"", ""question"": ""退職するときは"", ""answer"": ""自己都合による退職\n退職については、通常就業規則に定めがありますので、あらかじめその内容や手続きについて確認しておきましょう。 　なお、民法（第627条）によれば、期間に定めのない労働契約の場合は，原則として退職の申し入れから２週間後に契約は終了するものとされています。\nただし、急に「辞めたい」と申し入れることは、会社にとっては事務引継ぎなどで困ることもありますので、退職の時期等については会社と充分話し合うことが望ましいでしょう。\n事業主からの解雇\n解雇に当たっては、雇用者は労働者に少なくとも30日前にその予告をする必要があり、30日前に予告しない場合には30日に不足する日数分の平均賃金（解雇予告手当）を支払う必要があります。（労働基準法20条、21条）。""}]"
クレジットカード払いについて,クレジットカード払いに関する特定の注意喚起は本文のS1/S2に含まれていません。滋賀県国際協会の情報だけを根拠に回答するため、クレジットカード払いに関する具体的な案内は提供できません。詐欺被害防止の一般的な注意として、身に覚えのない請求には返信・連絡をしないこと、公式の連絡先以外の依頼には応じないこと、資金移動業者登録の有無を金融庁の情報で確認することなどはS1/S2に記載されています。,"[{""sid"": ""S1"", ""question"": ""金融トラブルにご注意！！"", ""answer"": ""電子マネーのトラブル\nインターネット有料サイトの利用料金未納を騙った架空請求など、詐欺行為の支払手段として現金だけでなく、電子マネーを悪用した被害が急増しています。\n※预プリペイドカードなどの電子マネーは、相手にカードを渡さなくても、カードに記載された番号等を伝えるだけで電子マネーの価値を譲渡したことになります。\n詐欺です！：「コンビニで電子マネーカードを買って、カード番号を教えて。\n」\n！身に覚えのない請求等に返信、連絡しないでください。\n！事業者、法務省や裁判所などが「未納料金などの支払い」の名目で、　　コンビニで電子マネーカードを購入させることは絶対にありません。\nマネー・ロンダリング（犯罪に関係するお金を持っている人をわからなくすること）は違法です！\n詐欺です！：「このお金をあなたの口座から送金してほしいんです。一万円あげますから。」\n！口座を他人にあげるなどの行為は違法です。\n！違法な業者かどうか判断できない場合はその業者は使わないでください。\n　金融庁ウェブサイトの資金移動業者登録一覧に載っていない業者は違法です。\nここから確認できます→　https://www.fsa.go.jp/menkyo/menkyoj/shikin_idou.pdf\n。\nメール・SMS（ショートメッセージサービス）による被害防止対策として、あらかじめ受信拒否設定をしておくことが効果的です。\n！おかしいと思ったら、すぐに家族や友人、警察＃9110（警察相談専用電話）に相談！\n- 消費者ホットライン　　　　１８８　（日本語）\n- 訪日外国人観光客消費者ホットライン 03-5449-0906\n- 金融サービス利用者相談室0570-016811（从ＩＰ電話からは：03-5251-6811）\n- 英語ワンストップ窓口　　　email: equestion@fsa.go.jp""}, {""sid"": ""S2"", ""question"": ""金融トラブルにご注意！！"", ""answer"": ""電子マネーのトラブル\nインターネット有料サイトの利用料金未納を騙った架空請求など、詐欺行為の支払手段として現金だけでなく、電子マネーを悪用した被害が急増しています。\n※※プリペイドカードなどの電子マネーは、相手にカードを渡さなくても、カードに記載された番号等を伝えるだけで電子マネーの価値を譲渡したことになります。\n詐欺です！：コンビニで電子マネーカードを買って、カード番号を教えて。\n！身に覚えのない請求等に返信、連絡しないでください。\n！事業者、法務省や裁判所などが「未納料金などの支払い」の名目で、　　コンビニで電子マネーカードを購入させることは絶対にありません。\nマネー・ロンダリング（犯罪に関係するお金を持っている人をわからなくすること）は違法です！\n詐欺です！：「このお金をあなたの口座から送金してほしいんです。一万円あげますから。」\n！口座を他人にあげるなどの行為は違法です。\n！違法な業者かどうか判断できない場合はその業者は使わないでください。\n　金融庁ウェブサイトの資金移動業者登録一覧に載っていない業者は違法です。\n　ここから確認できます\nメール・SMS（ショートメッセージサービス）による被害防止対策として、あらかじめ受信拒否設定をしておくことが効果的です。\n！おかしいと思ったら、すぐに家族や友人、警察＃9110（警察相談専用電話）に相談！\n- 消費者ホットライン　　　　１８８　（日本語）\n- 訪日外国人観光客消費者ホットライン 03-5449-0906 英語・中国語・韓国語・タイ語・ベトナム語・フランス語・日本語\n- 金融サービス利用者相談室0570-016811（从ＩＰ電話からは：03-5251-6811）\n- 英語ワンストップ窓口 　　　email: equestion@fsa.go.jp""}]"
金子さんと相談したい,金子さんと相談したいとのことですが、提供された情報には金子さんという個人名の相談窓口は記載されていません。年金に関する相談先は、ねんきんダイヤル、草津・大津・彦根の年金事務所などの公的窓口となります。年金の相談先としては、ねんきんダイヤルや各年金事務所を利用してください。,"[{""sid"": ""S1"", ""question"": ""年金の相談は"", ""answer"": ""- ねんきんダイヤル ℡ 0570-05-1165　　　IP電話・PHS: ℡ 03-6700-1165\n- 街角の年金相談センター草津（草津市渋川1-1-50） ℡　077-564-4311\n- 大津年金事務所（大津市打出浜13-5） ℡ 077-521-1789\n- 草津年金事務所（草津市西渋川1-16-35） ℡ 077-567-2220\n- 彦根年金事務所（彦根市外町169-6） ℡ 0749-23-1114""}]"
介護保険料の支払い,滋賀県国際協会の情報ベースでは、介護保険料に関する具体的な記載は〜には含まれていません。したがって、介護保険料の金額や支払い方法については、上記情報からは確定できません。介護保険料について知りたい場合は、居住地の市町村窓口または日本国の公式案内をご確認ください。,"[{""sid"": ""S1"", ""question"": ""医療保険制度"", ""answer"": ""日本の医療保険制度には、大きく分けて「健康保険」と「国民健康保険」があります。外国人も1年以上在留する場合はいずれかの保険に加入しなければなりません。医療保険に加入することにより、被保険者やその被扶養者が病気やけがをして診療を受ける場合に医療給付が受けられます。\n健康保険\n会社で常時雇用されている人は健康保険制度が適用されます。被保険者とその扶養者が加入し給付が受けられます。保険料は、加入者の所得によって決まりますが、本人が負担するのは半分で、残りの半分は雇用主が支払います。\n医療費自己負担　　3割\n- その他の給付：傷病給付、出産育児一時金、出産手当金など\n国民健康保険\n一年以上日本に居住し，健康保険に加入していない場合、居住地の市町村で国民健康保険に加入しなければなりません。\n 保険料は、加入世帯の所得、固定資産税額、世帯の人数などをもとに毎年決めています。\n医療費自己負担　　3割\n- その他の給付：出産一時金、　高額医療費、葬祭費（加入者が死亡したとき）\n- 病院で治療、診察を受ける時には健康保険証を必ず受け付けで渡して下さい。""}, {""sid"": ""S2"", ""question"": ""医療保険制度"", ""answer"": ""日本の医療保険制度には、大きく分けて「健康保険」と「国民健康保険」があります。外国人も1年以上在留する場合はいずれかの保険に加入しなければなりません。医療保険に加入することにより、被保険者やその被扶養者が病気やけがをして診療を受ける場合に医療給付が受けられます。\n健康保険\n会社で常時雇用されている人は健康保険制度が適用されます。被保険者とその扶養者が加入し給付が受けられます。保険料は、加入者の所得によって決まりますが、本人が負担するのは半分で、残りの半分は雇用主が支払います。\n医療費自己負担　　3割\n- その他の給付：傷病給付、出産育児一時金、出産手当金など\n国民健康保険\n一年以上日本に居住し，健康保険に加入していない場合、居住地の市町村で国民健康保険に加入しなければなりません。\n 保険料は、加入世帯の所得、固定資産税額、世帯の人数などをもとに毎年決めています。\n医療費自己負担　　3割\n- その他の給付：出産一時金、　高額医療費、葬祭費（加入者が死亡したとき）\n- 病院で治療、診察を受ける時には健康保険証を必ず受け付けで渡して下さい。""}, {""sid"": ""S3"", ""question"": ""【健康保険シリーズ７】大きな病院にかかるときは注意が必要です～"", ""answer"": ""【選定療養費の改正について】\n2022年10月から国の制度が見直しとなり、紹介状なしで大病院を受診するときの医療費負担が大きくなりました。\n初診　５，０００円　→　７，０００円（税別）\n再診　２，５００円　→　３，０００円（税別）\nこの金額は健康保険の対象外です。高額療養費にも含まれません。大病院とは大学病院や、おおむね２００床以上の病院のことです。日本の病院は、病院の規模などに応じた役割分担をすすめています。\n軽症の患者が初めから大病院を受診してしまうと、本来大病院で治療するべき重症患者の受診や入院患者への対応が妨げられてしまいます。\n紹介状をもたず大病院を受診した場合は、通常の医療費の他に７，０００円以上の特別な料金がかかりますので、注意してください。\nまずお住まいの地域の診療所を受診し、必要に応じ大病院の紹介を受けてください。""}, {""sid"": ""S4"", ""question"": ""【健康保険シリーズ７】大きな病院にかかるときは注意が必要です"", ""answer"": ""【選定療養費の改正について】\n2022年10月から国の制度が見直しとなり、紹介状なしで大病院を受診するときの医療費負担が大きくなりました。\n初診　５，０００円　→　７，０００円（税別）\n再診　２，５００円　→　３，０００円（税別）\nこの金額は健康保険の対象外です。高額療養費にも含まれません。大病院とは大学病院や、おおむね２００床以上の病院のことです。日本の病院は、病院の規模などに応じた役割分担をすすめています。\n軽症の患者が初めから大病院を受診してしまうと、本来大病院で治療するべき重症患者の受診や入院患者への対応が妨げられてしまいます。\n紹介状をもたず大病院を受診した場合は、通常の医療費の他に７，０００円以上の特別な料金がかかりますので、注意してください。\nまずお住まいの地域の診療所を受診し、必要に応じ大病院の紹介を受けてください。""}, {""sid"": ""S5"", ""question"": ""【健康保険シリーズ６】医療費が高額になりそうなとき"", ""answer"": ""健康保険には、高額な医療費を支払った場合に、あとから申請することで、一定の金額を超えた分について払い戻される「高額療養費制度」があります。\n高額療養費制度とは\n同一の月（1日から月末まで）に病院などでの支払いが高額になり一定の金額※1を超えたときに申請することで、その超えた分が後日払い戻されます。\nしかし、払い戻されるとはいえ、高額な医療費の支払いは大きな負担です。そのような場合、「限度額適用認定証」が利用できます。\n※1 年齢・会社からの給料によって、支払いの上限金額が決まります。\nURL：https://www.kyoukaikenpo.or.jp/g3/sb3030/r150/ (https://www.kyoukaikenpo.or.jp/g3/sb3030/r150/)\n→ページ右上のSelect Languageで言語を選択（英語、中国語（簡体字・繁体字）、韓国語、スペイン語、ポルトガル語）\n限度額適用認定証とは\n医療費が高額になることが事前にわかっている場合には、事前に申請して交付された「限度額適用認定証」を病院の窓口での支払い時に保険証と合わせて提示することで、支払い金額が一定の上限までとなります。また、後日の払い戻しの手続きが不要になります。\n手続きから利用までの流れ\n1. 事前に郵送で「限度額適用認定申請書」を提出\n2. 「限度額適用認定証」が交付される（有効期限：最長１年）\n3. 2.で交付された「限度額適用認定証」と「保険証」を病院の窓口で精算時に提示\n*国民健康保険の加入者にも高額療養費と限度額適用認定証があります。お住まいの市町で手続きをしてください。\n★★★★★　社会保険加入対象者の適用範囲が拡大します　★★★★★\n2022年10月より、従業員数101人以上の企業で働く以下の条件にあてはまる短時間労働者も社会保険に加入できるようになりました。\n- 週の所定労働時間が２０時間以上３０時間未満である。\n- 月額賃金が８.８万円以上である。\n- ２カ月を超える雇用の見込みがある。\n- 学生でないこと。（休学中や夜間学生は加入対象です。）""}]"
帯状疱疹について,滋賀県国際協会の情報源のみを根拠とする事実ベースの回答です。帯状疱疹についての最新の具体的な予防情報は、滋賀県国際協会の公式サイトに掲載がないため、S1の指示通りには、予防接種リサーチセンターのウェブサイトを確認してください。,"[{""sid"": ""S1"", ""question"": ""予防接種について"", ""answer"": ""予防接種リサーチセンターのウェブサイトを確認してください。""}]"
低所得者向けの支援金について,滋賀県社会福祉協議会が実施する生活福祉資金教育貸付（教育支援金）は低所得者世帯を対象で、無利子。連絡先は滋賀県社会福祉協議会 TEL：077-567-3903です。母子父子家庭向けの就学支度金・ひとり親家庭等向けの修学資金も無利子で提供されます。,"[{""sid"": ""S1"", ""question"": ""教育資金貸付制度、教育ローン"", ""answer"": ""＊在留資格について、制約がある場合があります。\n金利、返済期間等について、確認してから借りましょう。\n生活福祉資金教育貸付 (教育支援金)\n[対象者] 低所得者世帯\n[連絡先・備考] 滋賀県社会福祉協議会 　 TEL：077-567-3903\n＊無利子\nひとり親家庭・寡婦福祉資金の修学資金、就学支度金の貸付\n[対象者] 母子父子家庭\n[連絡先・備考]\n滋賀県健康医療福祉部子ども・青少年局 TEL：077-528-3554\n大津市在住者は大津こども家庭課　 TEL：077-528-2686\n＊無利子\n教育一般貸付 国の教育ローン\n[連絡先・備考]\n日本政策金融公庫 (https://www.jfc.go.jp/n/finance/search/ippan.html)\n教育コールセンター TEL：0570-008656\n＊有利子\n銀行の教育ローン\n[連絡先・備考] 各銀行（銀行により金利が異なります）\n＊有利子""}]"
弁護士相談について,滋賀県国際協会の情報に基づくと、弁護士相談に関する直接の案内はS2にある。当番弾護士制度の案内があり、被疑者の権利や当番弁護士の派遣、法テラスの多言語窓口が提供されています。法テラス滋賀の連絡先は0570-078-374（日本語）/0570-078-377（多言語ダイヤル）で、滋賀弁護士会の所在地・連絡先は大津市梅林1-3-3です。必要に応じて法テラスの多言語窓口に相談し、当番弁護士の依頼や国選弁護人の制度について案内を受けてください。,"[{""sid"": ""S2"", ""question"": ""刑事事件を起こしてしまったら （事件・事故）"", ""answer"": ""被疑者の権利\n被疑者の権利として３つの権利が保障されています。\n1. 事実を知る権利\n2. 黙秘権\n3. 弁護人依頼権\n当番弁護士制度\n警察に逮捕、拘留された被疑者や家族の求めに応じて弁護士会が速やかに弁護士を被疑者のところに派遣する「当番弁護士」の制度があります。要請する場合ははっきりと申し出てください。\n滋賀弁護士会　当番弁護士専用電話　　TEL　077-522-2013\n民事法律扶助制度\n経済的に困っている人には、日本司法支援センター　(法テラス)　がありますので、当番弁護士が接見に来た際に相談してください 。\n法テラス [多言語ダイヤル]　TEL 0570-078-377\n法テラス [多言語] (http://www.houterasu.or.jp/multilingual/)\n国選弁護人\n起訴後、被告人は裁判のための弁護人を依頼することができます。経済的に無理な場合は、依頼すれば政府の国選弁護人をつけてくれます。""}]"
家庭裁判での調停について,家庭裁判所の調停で話し合いを進めることができます。該当する窓口としては、大津家庭裁判所、同彦根支部、長浜支部が挙げられます。必要に応じて京都外国人の夫婦と親子に関する紛争解決センターも利用できます。,"[{""sid"": ""S1"", ""question"": ""離婚についての話し合いがうまくいきません。"", ""answer"": ""家庭裁判所の調停で話し合うことができます。（日本語）\n- 大津家庭裁判所 　℡　077-503-8151\n- 大津家庭裁判所 彦根支部 　℡　0749-22-0167\n- 大津家庭裁判所 長浜支部 　℡　0749-62-0240\n- 京都外国人の夫婦と親子に関する紛争解決センター 　℡　075-692-3555""}]"
紹介状について,紹介状に関する滋賀県国際協会の情報は、公開されている案内の中には見当たりません。よって、紹介状の発行や取扱いについては、直接関係機関の案内をご確認ください。,"[{""sid"": ""S1"", ""question"": ""郵便局について"", ""answer"": ""以下の関連ページに各言語で案内があります。""}]"
退職した方を再度採用することについて,滋賀県国際協会の情報を根拠に、退職者を再雇用する場合の特別な制限は記載されていません。一般的には再雇用は企業の人事方針次第であり、就業規則や個別の契約条件に従います。退職後に再雇用を検討する際は、 candidacy の条件や雇用形態、給与・労働条件が前回と同一かどうか、契約期間の有無、社会保険の適用などを就業規則に従って確認してください。,"[{""sid"": ""S1"", ""question"": ""退職するときは"", ""answer"": ""自己都合による退職\n退職については、通常就業規則に定めがありますので、あらかじめその内容や手続きについて確認しておきましょう。 　なお、民法（第627条）によれば、期間に定めのない労働契約の場合は，原則として退職の申し入れから２週間後に契約は終了するものとされています。\nただし、急に「辞めたい」と申し入れることは、会社にとっては事務引継ぎなどで困ることもありますので、退職の時期等については会社と充分話し合うことが望ましいでしょう。\n事業主からの解雇\n解雇に当たっては、雇用者は労働者に少なくとも30日前にその予告をする必要があり、30日前に予告しない場合には30日に不足する日数分の平均賃金（解雇予告手当）を支払う必要があります。（労働基準法20条、21条）。""}]"
国民健康保険料について,国民健康保険料は、加入世帯の所得、固定資産税額、世帯の人数などをもとに毎年決定されます。医療費自己負担は3割です。病院での診療時には保険証を必ず提示してください。,"[{""sid"": ""S1"", ""question"": ""医療保険制度"", ""answer"": ""日本の医療保険制度には、大きく分けて「健康保険」と「国民健康保険」があります。外国人も1年以上在留する場合はいずれかの保険に加入しなければなりません。医療保険に加入することにより、被保険者やその被扶養者が病気やけがをして診療を受ける場合に医療給付が受けられます。\n健康保険\n会社で常時雇用されている人は健康保険制度が適用されます。被保険者とその扶養者が加入し給付が受けられます。保険料は、加入者の所得によって決まりますが、本人が負担するのは半分で、残りの半分は雇用主が支払います。\n医療費自己負担　　3割\n- その他の給付：傷病給付、出産育児一時金、出産手当金など\n国民健康保険\n一年以上日本に居住し，健康保険に加入していない場合、居住地の市町村で国民健康保険に加入しなければなりません。\n 保険料は、加入世帯の所得、固定資産税額、世帯の人数などをもとに毎年決めています。\n医療費自己負担　　3割\n- その他の給付：出産一時金、　高額医療費、葬祭費（加入者が死亡したとき）\n- 病院で治療、診察を受ける時には健康保険証を必ず受け付けで渡して下さい。""}]"
賃金払いについて,滋賀県国際協会の情報には賃金の支払い方法についての具体的な記載はありません。賃貸契約に関連しては敷金・礼金・仲介手数料の説明のみがあり、賃金払いに関する案内は含まれていません。賃金払いの詳細は雇用主または労働条件を定める就業規則を確認してください。,"[{""sid"": ""S1"", ""question"": ""賃貸住居"", ""answer"": ""家やアパートを借りたい場合は、不動産業者に相談してください。\n\n契約に必要とされるのは\n敷金\n家賃支払いの担保として家主に預けておくお金です。退去する際に返金されるものです。未払い賃料および借りていた家の中に損害がある場合は、その修理費をさし引かれますが、残高が戻ります。\n礼金\n家主に支払う一時金で返金されないもの。\n報酬\n不動産業者に仲介を依頼した時は、通常1ヶ月分が必要です。""}]"
個人間のお金請求について,個人間の金銭請求については、相手の正当性を確認するため、請求の根拠となる契約内容や支払義務を文書で確認してください。疑わしい場合は応じず、弁護士など専門家に相談することを推奨します。詐欺や不正な手口（電子マネーの要求、未納料金の名目での支払い要求等）の疑いがある場合は関係機関（警察相談ダイヤル#9110、消費生活センター等）へ相談してください。滋賀県国際協会の情報として、上記の詐欺対策と相談窓口が案内されています。,"[{""sid"": ""S1"", ""question"": ""金融トラブルにご注意！！"", ""answer"": ""電子マネーのトラブル\nインターネット有料サイトの利用料金未納を騙った架空請求など、詐欺行為の支払手段として現金だけでなく、電子マネーを悪用した被害が急増しています。\n※预プリペイドカードなどの電子マネーは、相手にカードを渡さなくても、カードに記載された番号等を伝えるだけで電子マネーの価値を譲渡したことになります。\n詐欺です！：「コンビニで電子マネーカードを買って、カード番号を教えて。\n」\n！身に覚えのない請求等に返信、連絡しないでください。\n！事業者、法務省や裁判所などが「未納料金などの支払い」の名目で、　　コンビニで電子マネーカードを購入させることは絶対にありません。\nマネー・ロンダリング（犯罪に関係するお金を持っている人をわからなくすること）は違法です！\n詐欺です！：「このお金をあなたの口座から送金してほしいんです。一万円あげますから。」\n！口座を他人にあげるなどの行為は違法です。\n！違法な業者かどうか判断できない場合はその業者は使わないでください。\n　金融庁ウェブサイトの資金移動業者登録一覧に載っていない業者は違法です。\nここから確認できます→　https://www.fsa.go.jp/menkyo/menkyoj/shikin_idou.pdf\n。\nメール・SMS（ショートメッセージサービス）による被害防止対策として、あらかじめ受信拒否設定をしておくことが効果的です。\n！おかしいと思ったら、すぐに家族や友人、警察＃9110（警察相談専用電話）に相談！\n- 消費者ホットライン　　　　１８８　（日本語）\n- 訪日外国人観光客消費者ホットライン 03-5449-0906\n- 金融サービス利用者相談室0570-016811（从ＩＰ電話からは：03-5251-6811）\n- 英語ワンストップ窓口　　　email: equestion@fsa.go.jp""}]"
妻に電話を,すみません。「妻に電話を」は、状況次第で適切な表現や手順が変わるため、前後の文脈（離婚や緊急時の連絡など）を教えてください。滋賀県国際協会の情報に基づく具体的な助言としては、緊急時には警察や救急への連絡（110/119）や避難・連絡手段の確保を優先してください。 必要であれば、離婚に関する話し合いの場の設定や相談先については、大津家庭裁判所や関係機関の連絡先を案内します。,"[{""sid"": ""S1"", ""question"": ""離婚についての話し合いがうまくいきません。"", ""answer"": ""家庭裁判所の調停で話し合うことができます。（日本語）\n- 大津家庭裁判所 　℡　077-503-8151\n- 大津家庭裁判所 彦根支部 　℡　0749-22-0167\n- 大津家庭裁判所 長浜支部 　℡　0749-62-0240\n- 京都外国人の夫婦と親子に関する紛争解決センター 　℡　075-692-3555""}, {""sid"": ""S3"", ""question"": ""緊急電話（事件・事故）"", ""answer"": ""110（事件の緊急番号）\n電話で警察に通報するときは、局番なしの110番にかければ、24時間体制で連絡できます。\n公衆電話から通報する場合、緊急用の赤いボタンを押してから110番にかけます。（119番も同様、無料）ケガ人がいる場合は、救急車の手配もしてくれます。\n\n電話するときは、次のことを順に伝えます。\n1. 事故か、犯罪かといった状況\n2. 起きた場所、または住所\n3. 自分の氏名\n119（火事の緊急番号）\n消防署も24時間体制で通報を受け付けています。消防署には消防車と救急車があります。\n電話するときは、次のことを順に伝えます。\n1. 火事か救急かを伝える\n2. 場所はどこか（目印などがあれば言う）\n3. 自分の氏名、電話番号""}, {""sid"": ""S4"", ""question"": ""離婚届"", ""answer"": ""- それぞれの夫婦が離婚する場合、どの国の法律が適用されるかという準拠法に深くかかわってきます。\n- 日本では、離婚の準拠法について、第一に夫婦の本国方が同一の時はその法律（共通本国法）により、第二にその共通本国法がない場合において夫婦の常居所地法が同一であるときはその法律によるが、第三にそのいずれの法律もない時は夫婦にもっとも密接な関係のある地の法律（密接関連法）による、とされていますが、これには例外があって、夫婦の一方が日本に常居所がある日本人であるときは、日本の法律によって決められます。\n- 日本の法律が適用される場合、協議離婚をすることができます。協議が成立しない場合は、家庭裁判所の調停や審判による離婚、地方裁判所の判決による離婚のいずれの方法もとることができます。\n- 各国の離婚に関する法律については、各在日公館にお問い合わせください。""}, {""sid"": ""S5"", ""question"": ""緊急の場合"", ""answer"": ""電話で119番までかけ、救急車を呼び、あわてず次のことを伝えてください。\n- 救急であること（火事の時と同じ番号なので注意）\n- 発生場所\n- 急病か、けがかの別\n- 患者の数、性別、年齢（大人、子供、幼児の区別）\n- 傷病の程度""}]"
マイナンバーカードの更新について,滋賀県国際協会の情報には、マイナンバーカードの更新手続きの具体的な案内は記載されていません。提供されている関連情報は、健康保険証としての利用づけや就学支援関連、マイナンバーの基本的な説明に限られます。更新手続きについては、市町の窓口や公式のマイナンバー関連窓口へお問い合わせください。,"[{""sid"": ""S1"", ""question"": ""マイナンバーカードを健康保険証として利用できます！"", ""answer"": ""専用のカードリーダーが設置された医療機関・薬局で、マイナンバーカードが健康保険証として利用できるようになります。事前申し込みが必要です。\nマイナンバー総合フリーダイヤル\n℡　０１２０－９５－０１７８（日本語のみ）\n℡　０１２０－０１７８－２６（英語、中国語、韓国語、スペイン語、ポルトガル語）\nお住まいの市町にお問い合わせください。""}]"
国民保険料について,国民保険料は、加入世帯の所得、固定資産税額、世帯の人数などをもとに毎年決められます。医療費自己負担は3割です。加入期間や所得に応じて保険料が算定され、加入している世帯単位で請求されます。,"[{""sid"": ""S1"", ""question"": ""医療保険制度"", ""answer"": ""日本の医療保険制度には、大きく分けて「健康保険」と「国民健康保険」があります。外国人も1年以上在留する場合はいずれかの保険に加入しなければなりません。医療保険に加入することにより、被保険者やその被扶養者が病気やけがをして診療を受ける場合に医療給付が受けられます。\n健康保険\n会社で常時雇用されている人は健康保険制度が適用されます。被保険者とその扶養者が加入し給付が受けられます。保険料は、加入者の所得によって決まりますが、本人が負担するのは半分で、残りの半分は雇用主が支払います。\n医療費自己負担　　3割\n- その他の給付：傷病給付、出産育児一時金、出産手当金など\n国民健康保険\n一年以上日本に居住し，健康保険に加入していない場合、居住地の市町村で国民健康保険に加入しなければなりません。\n 保険料は、加入世帯の所得、固定資産税額、世帯の人数などをもとに毎年決めています。\n医療費自己負担　　3割\n- その他の給付：出産一時金、　高額医療費、葬祭費（加入者が死亡したとき）\n- 病院で治療、診察を受ける時には健康保険証を必ず受け付けで渡して下さい。""}]"
