相談内容,回答内容,回答に使用したQA資料
郵送物について,滋賀県国際協会の情報を根拠に事実ベースで回答します。郵送物に関する具体的な手続きは、転出届・転居転入手続きと郵便物転送の案内が含まれます。引越し時には、市町役場へ転出届を提出し、転居後14日以内に新住所の市町役場へ転居・転入届を提出します。郵便局には郵便物の転送届を出しておくと、旧住所へ届いた郵便物が新住所へ転送されます。自治会や地域の情報は地域ごとに異なる場合があるため、所属自治会の方針を確認してください。,"[{""sid"": ""S4"", ""question"": ""引っ越し先が決まったら、何をしたらいいのでしょう？"", ""answer"": ""届け出\nお住まいの市町役場に転出届を出します。引っ越し後14日以内に、新住所の役場に転居、転入届を出し、在留カードとマイナンバーカードの住所変更も行います。\nまた、子どもさんがおられる方は、新しい保育園、幼稚園、学校への転入手続きも行います。職場、銀行への連絡や、運転免許証の住所変更も必要です。郵便局へ郵便物の転送届を出しておくと、引っ越し前の住所地に届いた郵便物を新住所に転送してもらえます。\n近所との付き合い\n日本では、引っ越した人が近所の人に挨拶をする習慣があります。近所の人と知り合って、ゴミの収集日や収集場所、災害時の避難場所など地域のルールを教えてもらいましょう。\n自治会\n地域ごとに住民が運営する自治会があります。自治会では、住民同士が地域での暮らしを良くするため、防犯、防災、美化活動を行ったり、地域の子どもたちがスポーツや祭りなどを楽しむ「子ども会」があるなど様々な活動をしています。それらの事業の運営のため、会員は自治会費を支払い、役割分担もあります。また、細かな地域の情報が掲載された「回覧板」が回ってきます。自治会は任意加入ですが、ゴミ収集場所の管理を自治会がしている場合など、加入が必要になることもあります。災害時などには近所同士の助け合いが必要になるので、近所とのお付き合いは大切にしましょう。\n※地域によって自治会の有無や活動内容、自治会費は異なりますので、必ず確認してください。""}, {""sid"": ""S5"", ""question"": ""引っ越し先が決まったら、何をしたらいいのでしょう？"", ""answer"": ""届け出\nお住まいの市町役場に転出届を出します。引っ越し後14日以内に、新住所の役場に転居、転入届を出し、在留カードとマイナンバーカードの住所変更も行います。また、子どもさんがおられる方は、新しい保育園、幼稚園、学校への転入手続きも行います。職場、銀行への連絡や、運転免許証の住所変更も必要です。郵便局へ郵便物の転送届を出しておくと、引っ越し前の住所地に届いた郵便物を新住所に転送してもらえます。\n近所との付き合い\n日本では、引っ越した人が近所の人に挨拶をする習慣があります。近所の人と知り合って、ゴミの収集日や収集場所、災害時の避難場所など地域のルールを教えてもらいましょう。\n自治会\n地域ごとに住民が運営する自治会があります。自治会では、住民同士が地域での暮らしを良くするため、防犯、防災、美化活動を行ったり、地域の子どもたちがスポーツや祭りなどを楽しむ「子ども会」があるなど様々な活動をしています。それらの事業の運営のため、会員は自治会費を支払い、役割分担(ぶんたん)もあります。また、細かな地域の情報が掲載された「回覧板」が回ってきます。自治会は任意加入ですが、ゴミ収集場所の管理を自治会がしている場合など、加入が必要になることもあります。災害時などには近所同士の助け合いが必要になるので、近所とのお付き合いは大切にしましょう。\n※地域によって自治会の有無や活動内容、自治会費は異なりますので、必ず確認してください。""}]"
保護者への連絡について,滋賀県国際協会の情報に基づくと、保護者への連絡が必要な場合は、学校や関係機関と連携して適切に対応します。具体的な連絡手順は質問の状況により異なるため、状況を明確にしてから、該当する窓口へ連絡してください。保護者への情報伝達や連携に関する詳細は、地域の児童・子育て関連窓口に相談することを推奨します。,"[{""sid"": ""S4"", ""question"": ""[小学校デビューQ＆A] 保護者はどのように学校と関わりますか？"", ""answer"": ""小学校にはPTAや保護者会があります。保護者と教職員が協力し合い、学校に通う子どもたちの健全な成長を見守る活動を行うのが、主な目的です。活動を支えるための入会金も必要になります。学校によって活動内容や運営方法は様々なので、入学時の案内を確認してください。""}]"
取得した資格の雇用会社への返上について,滋賀県国際協会の情報には、取得した資格の雇用会社への返上に関する直接的な記載はありません。一般的には、所属機関の就業規則や労働契約、業務上の義務に従い、雇用契約や就業規則の定めに従って対応します。具体的な対応については、所属する雇用先の人事部門または就業規則を確認してください。,"[{""sid"": ""S1"", ""question"": ""雇用保険"", ""answer"": ""雇用保険制度とは、在職中の労働者の雇用の安定を図り、失業中の労働者に対して、生活の安定と再就職の促進のために失業等給付を行うものです。　失業等給付は、労働者と事業主が支払う保険料によってまかなわれており、日本で雇用されれば外国の失業保険制度の適用を受けていることが立証された者を除き、原則として国籍（無国籍を含む）のいかんに関わらず被保険者となり、事業主を通じて被保険者になります。\n労働者が会社を自己都合、解雇などで離職した場合、次の条件を満たし、公共職業安定所が認めれば基本手当てを受給することができます。\n- 日本国内での就労に制限のない方で日本において反復して就労することが可能な方。\n- 離職日以前２年間に、被保険者期間が通算して１２ヶ月以上ある。（解雇や倒産の場合は離職の日以前１年間に通算６ヶ月以上）\n- 離職したため、被保険者の資格をなくしたことが確認された。\n- 仕事をしたくても仕事に就けない。\n※詳しくは、居住地の公共職業安定所までお問い合わせください。\n雇用保険の手続きについて (https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/koyou_roudou/koyou/koyouhoken/index_00003.html)""}]"
心療内科について,滋賀県内の心療内科については、滋賀県国際協会の情報源だけでは個別の医療機関情報は提供されていません。医療ネットしがWebサイトをご覧ください。【S2】,"[{""sid"": ""S2"", ""question"": ""滋賀県の病院、医院の情報は"", ""answer"": ""医療ネットしがWebサイトをご覧ください。\n対応言語：英語、ハングル、中文""}]"
子どもの様子について,滋賀県の窓口や支援窓口を利用して、出生届・児童手当・医療費助成などの手続きを行い、出生後30日以内の在留許可申請や国籍取得・パスポート手続きは大使館・領事館で行います。産後健診・新生児訪問・予防接種・乳幼児健診・離乳食教室などは無料で利用でき、地域の保健センターや発達支援センター、児童相談所・ファミリー・サポート・センター等で相談・支援を受けられます。ヤングケアラー支援や子育て支援団体・居場所、子ども食堂等の地域の支援を活用してください。教育現場では面談時の通訳依頼や相談窓口を活用し、必要時にはこどもの人権110番・チャイルドライン・24時間子供 SOSダイヤル等を利用します。,"[{""sid"": ""S1"", ""question"": ""子育て応援シリーズ① 子どもが生まれたら"", ""answer"": ""子どもが生まれたらお住まいの役所で様々な手続きがあります。外国籍の子どもには、領事館（大使館）や出入国管理局での手続きも必要になります。\n役所でする手続き\n1. 出生届\n2. 児童手当\n3. 子どもの健康保険\n4. 福祉医療費助成（乳幼児）\n大使館・出入国管理局での手続き\n- 生まれてから30日以内に出入国管理局で子どもの在留許可申請をします。\n- 各国領事館 （大使館）で子どもの国籍を取得し、パスポートの申請をします。\n子どもとお母さんの健康のために\n出産後、子どもとお母さんの健康を定期的に確認します。子どもの各種健診や教室、訪問のほとんどが無料なので積極的に利用しましょう。心配なことがあれば相談しましょう。\n- 産後健診\n- 新生児訪問\n- 予防接種\n- 乳幼児健診\n- 離乳食教室\n子どもの成長、発達が気になる．．．\nまずは乳幼児健診の時やかかりつけ医に相談しましょう。\n市町の保健センター\n市町の発達支援室・センター (https://www.pref.shiga.lg.jp/file/attachment/5397382.pdf)\n発達障害に関する外国人保護者向けパンフレット\n発達障害情報・支援センター (http://www.rehab.go.jp/ddis/world/brochure/)\n育児の不安を相談したい．．．\n市町の家庭児童相談室　市町の役場で相談しましょう。\nこころんだいやる電話相談\nTEL： 077-524-2030\n（子ども・子育て応援センター　電話、または面接での相談ができます）\n児童相談所相談専用ダイヤル\nTEL：0120-189-783\n虐待かな．．．\n児童相談所虐待対応ダイヤル\nTEL：189\n子どもを一時的に預かってほしい．．．（事前登録要）\nファミリー・サポート・センター\nファミリー・サポート・センター (https://www.hugnavi.net/child/family.php)\n「子どもを預けたい人」と「子どもを預かりたい人」を結び付け、保育所までの送迎や、保護者の病気などの際に子どもを預かったりします。\n一時預かり事業\n保護者の病気や用事の時に子どもを保育所などで一時的に預かります。\n病児・病後児保育\n病児・病後児保育 (https://hugnavi.net/child/byouji.php)\n子どもが病気の際、保護者が家庭での保育が難しい場合に、医療機関や保育所等で子どもを一時的に保育します。\n働いているので子どもを保育所で預かってもらいたい．．．\n保育所、認定こども園、認可外子ども施設などで、０歳から子どもを預かってもらえます。施設の利用にはお住まいの市町から利用のための認定を受ける必要があります。市町の役場で相談しましょう。\n一人で子どもを育てています．．．\n経済支援、就労支援のほかに、家事や子育てのサポートが受けられます。\n市町の役場で相談しましょう。\n子どもとお出かけしたい．．．\n地域子育て支援拠点\n地域子育て支援拠点 (https://hugnavi.net/child/base.php)\n子育て中の親子が集い、相互交流や子育ての不安・悩みを相談できる場です。\n児童館\n児童館 (https://hugnavi.net/child/house.php)\n健全な遊びを通して、子どもの発達を援助していく施設です。\n♡滋賀県立びわ湖こどもの国\n滋賀県立びわ湖こどもの国 (http://www.biwa.ne.jp/~kodomo92/sp/index.html)\nたくさんの遊具がある大型の児童館です。　高島市安曇川町北船木\n悩みがあれば、相談しましょう！\n★言葉が心配なときは、「しが外国人相談センター」にお電話ください。\nTEL：077-523-5646\nSHIGA SMILE BABY PROJECT　～ありがとうの贈り物～\nSHIGA SMILE BABY PROJECT　～ありがとうの贈り物～ (https://www.pref.shiga.lg.jp/ippan/kosodatekyouiku/kosodate/319567.html)\n滋賀で生まれた子どもやその家族へ「おめでとう、ありがとう」の思いをこめて、社会全体で出産・子育てを応援しているというメッセージとともに「ありがとうの贈り物」をお届けします。\n対象：１歳未満の赤ちゃん　※事前申し込みが必要です。""}, {""sid"": ""S2"", ""question"": ""子育て応援シリーズ②　ヤングケアラーって？　家族を丸ごと支援"", ""answer"": ""みなさん、こんにちは。滋賀県子ども青少年局です。本県では、「子ども・子ども・子ども」をキーワードに、「子どものために、子どもとともにつくる県政」を目指しています。 みなさんは、ヤングケアラーを知っていますか？ヤングケアラーとは、本来大人が担う家事や家族の世話を日常的に背負う子どもたちのことです。例えば、このようなケースがあります。\nケース１：家事や幼いきょうだいの世話をしている\nケース２：高齢の家族がいて、見守りや介護をしている\nケース３：障害や病気のある家族がいて、介助や看病をしている\nケース４：家計を支えるため、放課後は働いている\nケース５：通訳等により、家族の意思疎通を支えている\n子どもにとって、「お手伝い」は成長につながる素晴らしい経験になります。しかし、その成長に見合わない重い責任や負担が続くことで、心や体の健康に影響が出てしまったり、子どもらしい時間を過ごすことができず、将来への夢や進路をあきらめてしまう子どもたちがいます。本人は「家族のサポートは当たり前」と考え、大好きな家族のため、苦しくても自身のSOSに気づかず相談できない、ということがあります。 本県では、このような子ども達と様々な問題を抱えるご家庭に「家族丸ごと支援」をキーワードに、ヤングケアラー支援を行っております。NPO法人を通して、相談窓口や似た境遇の仲間が集う場を提供している他、ヤングケアラー・コーディネーターを設置して支援にも取り組んでいます。\n外国籍の子どもたちの中には、言葉の壁のために本当の気持ちをいっぱい表現できず我慢したり、家族の通訳のために自分の時間が持てなかったりする子どもさんもいらっしゃいます。子どもらしく地域や家庭の中で「遊ぶ」「学ぶ」時間が保障される社会の実現のために、皆で支援していきましょう。子どもは社会の宝です。悩んでいるお子さん、ご家庭は、是非相談してください。　　　　（ヤングケアラー・コーディネーターより）\nこころんダイヤル\n子ども・青少年、保護者の悩みをお聞きします。\nTEL　077-524-2030\n午前9:00～午後9:00（12/29～1/3を除く）\n午後9:00以降は、24時間子どもSOSダイヤルにつながります。\n各市町相談窓口のご案内\n受けられる支援・サービスについてお問い合わせください。\nhttps://www.pref.shiga.lg.jp/file/attachment/5355506.pdf (https://www.pref.shiga.lg.jp/file/attachment/5355506.pdf)\n子どもたちがもっと笑顔に！　～いつもと違う場所で～\n滋賀県内には、子ども達を支えてくれる団体が沢山あります。\n「ヤングケアラー支援団体」（★）は、子どもたちが家庭などのことでしんどい時、ほっとしたい時、相談したい時に支えてくれる団体です。「子ども食堂」は、子どもたちが、無料、または低額で食事を楽しめる場です。（地域の大人も参加できる団体もあります。） 「居場所」は、子どもたちが好きに過ごせるスペースです。ちょっと遊びに行ってみよう！\nNPO法人 こどもソーシャルワークセンター\n- 内容: ★ヤングケアラー支援居場所・お弁当（配食）キャンプ\n- 開催場所: 大津市観音寺　9-8\n- 期間: 毎日\n- 問い合わせ先: 077-575-4378 https://liff.line.me/1645278921-kWRPP32q/?accountId=294hlbww (https://liff.line.me/1645278921-kWRPP32q/?accountId=294hlbww)\nNPO法人　芹川の河童\n- 内容: ★ヤングケアラー支援居場所・オンライン相談室\n- 開催場所: 彦根市河原2-3-4\n- 期間: 毎日\n- 問い合わせ先: 0749-20-9084 https://cswc2016.jp/ (https://cswc2016.jp/)\n多文化共生支援センター　SHIPS\n- 内容: 多文化子ども食堂\n- 開催場所: 草津市 草津1-13-12\n- 期間: 土曜\n- 問い合わせ先: 077-561-5110\nかんちゃんの小さな家\n- 内容: 多文化共生地域交流会・子ども食堂\n- 開催場所: 近江八幡市安土町浄楽寺956-2\n- 期間: 年10回\n- 問い合わせ先: 090-3708-3315 https://kancyan-house.com/contact/ (https://kancyan-house.com/contact/)\nNPO法人　やんちゃ寺\n- 内容: 10代の居場所・子ども食堂\n- 開催場所: 草津市内\n- 期間: 第１、３、５土曜\n- 問い合わせ先: https://yanchadera.wixsite.com/yanchadera (https://yanchadera.wixsite.com/yanchadera)\nぱらでいろ\n- 内容: 居場所・子ども食堂\n- 開催場所: 愛荘町愛知川13-2\n- 期間: 第３金曜 夕食時\n- 問い合わせ先: 090-4030-1492 https://twitter.com/paradeiro12123 (https://twitter.com/paradeiro12123)\n大津　オルタナティブスクールトライアンフ\n- 内容: フリースクール・居場所 、水彩画教室\n- 開催場所: 大津市浜大津4-3-25\n- 期間: 火・水・金曜日\n- 問い合わせ先: 050-5374-0311 https://www.otsu-triumph.com/ (https://www.otsu-triumph.com/)\nちゃいるどビレッジ\n- 内容: こどもとおとなのサードプレイス（居場所）\n- 開催場所: 大津市比叡平2-39-4\n- 期間: 第４土曜 10～16時\n- 問い合わせ先: email：chimihirano@gmail.com\n・確認のため、連絡をしてからお出かけください。\n♪ もっといろんな子どもの居場所や食堂、遊び場があるよ ♪\n- 遊べる・学べる淡海子ども食堂（滋賀県内の子ども食堂）\n- 『しがこども体験学校』 「ふれあい」、「くらし・創作」、「自然」、「里山・田んぼ」、「文化芸術・歴史」の5つのテーマでさまざまな体験プログラムがあります。""}, {""sid"": ""S3"", ""question"": ""子育て応援シリーズ②　ヤングケアラーって？　家族を丸ごと支援"", ""answer"": ""みなさん、こんにちは。滋賀県子ども青少年局です。本県では、「子ども・子ども・子ども」をキーワードに、「子どものために、子どもとともにつくる県政」を目指しています。 みなさんは、ヤングケアラーを知っていますか？ヤングケアラーとは、本来大人が担う家事や家族の世話を日常的に背負う子どもたちのことです。例えば、このようなケースがあります。\nケース１：家事や幼いきょうだいの世話をしている\nケース２：高齢の家族がいて、見守りや介護をしている\nケース３：障害や病気のある家族がいて、介助や看病をしている\nケース４：家計を支えるため、放課後は働いている\nケース５：通訳等により、家族の意思疎通を支えている\n子どもにとって、「お手伝い」は成長につながる素晴らしい経験になります。しかし、その成長に見合わない重い責任や負担が続くことで、心や体の健康に影響が出てしまったり、子どもらしい時間を過ごすことができず、将来への夢や進路をあきらめてしまう子どもたちがいます。本人は「家族のサポートは当たり前」と考え、大好きな家族のため、苦しくても自身のSOSに気づかず相談できない、ということがあります。 本県では、このような子ども達と様々な問題を抱えるご家庭に「家族丸ごと支援」をキーワードに、ヤングケアラー支援を行っております。NPO法人を通して、相談窓口や似た境遇の仲間が集う場を提供している他、ヤングケアラー・コーディネーターを設置して支援にも取り組んでいます。\n外国籍の子どもたちの中には、言葉の壁のために本当の気持ちをいっぱい表現できず我慢したり、家族の通訳のために自分の時間が持てなかったりする子どもさんもいらっしゃいます。子どもらしく地域や家庭の中で「遊ぶ」「学ぶ」時間が保障される社会の実現のために、皆で支援していきましょう。子どもは社会の宝です。悩んでいるお子さん、ご家庭は、是非相談してください。　　　　（ヤングケアラー・コーディネーターより）\nこころんダイヤル\n子ども・青少年、保護者の悩みをお聞きします。\nTEL　077-524-2030\n午前9:00～午後9:00（12/29～1/3を除く）\n午後9:00以降は、24時間子どもSOSダイヤルにつながります。\n各市町相談窓口のご案内\n受けられる支援・サービスについてお問い合わせください。\nhttps://www.pref.shiga.lg.jp/file/attachment/5355506.pdf (https://www.pref.shiga.lg.jp/file/attachment/5355506.pdf)\n子どもたちがもっと笑顔に！　～いつもと違う場所で～\n滋賀県内には、子ども達を支えてくれる団体が沢山あります。\n「ヤングケアラー支援団体」（★）は、子どもたちが家庭などのことでしんどい時、ほっとしたい時、相談したい時に支えてくれる団体です。「子ども食堂」は、子どもたちが、無料、または低額で食事を楽しめる場です。（地域の大人も参加できる団体もあります。） 「居場所」は、子どもたちが好きに過ごせるスペースです。ちょっと遊びに行ってみよう！\nNPO法人 こどもソーシャルワークセンター\n- 内容: ★ヤングケアラー支援居場所・お弁当（配食）キャンプ\n- 開催場所: 大津市観音寺　9-8\n- 期間: 毎日\n- 問い合わせ先: 077-575-4378 https://liff.line.me/1645278921-kWRPP32q/?accountId=294hlbww (https://liff.line.me/1645278921-kWRPP32q/?accountId=294hlbww)\nNPO法人　芹川の河童\n- 内容: ★ヤングケアラー支援居場所・オンライン相談室\n- 開催場所: 彦根市河原2-3-4\n- 期間: 毎日\n- 問い合わせ先: 0749-20-9084 https://cswc2016.jp/ (https://cswc2016.jp/)\n多文化共生支援センター　SHIPS\n- 内容: 多文化子ども食堂\n- 開催場所: 草津市 草津1-13-12\n- 期間: 第４土曜\n- 問い合わせ先: 077-561-5110\nかんちゃんの小さな家\n- 内容: 多文化共生地域交流会・子ども食堂\n- 開催場所: 近江八幡市安土町浄楽寺956-2\n- 期間: 2か月に1回\n- 問い合わせ先: 090-3708-3315 https://kancyan-house.com/contact/ (https://kancyan-house.com/contact/)\nNPO法人　やんちゃ寺\n- 内容: 10代の居場所・子ども食堂\n- 開催場所: 草津市内\n- 期間: 第１、３、５土曜\n- 問い合わせ先: https://yanchadera.wixsite.com/yanchadera (https://yanchadera.wixsite.com/yanchadera)\nぱらでいろ\n- 内容: 居場所・子ども食堂\n- 開催場所: 愛荘町愛知川13-2\n- 期間: 第３金曜 夕食時\n- 問い合わせ先: 090-4030-1492 https://twitter.com/paradeiro12123 (https://twitter.com/paradeiro12123)\n大津　オルタナティブスクールトライアンフ\n- 内容: フリースクール・居場所 、水彩画教室\n- 開催場所: 大津市浜大津4-3-25\n- 期間: 火・水・金曜日\n- 問い合わせ先: 050-5374-0311 https://www.otsu-triumph.com/ (https://www.otsu-triumph.com/)\nちゃいるどビレッジ\n- 内容: こどもとおとなのサードプレイス（居場所）\n- 開催場所: 大津市比叡平2-39-4\n- 期間: 第４土曜 10～16時\n- 問い合わせ先: email：chimihirano@gmail.com\n・確認のため、連絡をしてからお出かけください。\n♪ もっといろんな子どもの居場所や食堂、遊び場があるよ ♪\n- 遊べる・学べる淡海子ども食堂（滋賀県内の子ども食堂）\n- 『しがこども体験学校』 「ふれあい」、「くらし・創作」、「自然」、「里山・田んぼ」、「文化芸術・歴史」の5つのテーマでさまざまな体験プログラムがあります。""}, {""sid"": ""S4"", ""question"": ""困りごとがあれば学校に相談しましょう！"", ""answer"": ""学校ではたくさんの手紙が配(られるので、わからない場合は先生に確認したり、面談の時には通訳をお願いしましょう。悩みや問題があれば、先生やスクールカウンセラーに相談しましょう。\n学校以外で子どもが相談できるところ\n自分のこと、友達のこと、家族のこと、その他の事で悩み、困っていることがあれば相談してください。\n- こどもの人権110番 0120-007-110　月～金8:30 -17:15\n- チャイルドライン 0120-99-7777　毎日　16:00 - 21:00\n- 24時間子供SOSダイヤル 0120-0-78310　2４時間対応（年末年始も可）""}, {""sid"": ""S5"", ""question"": ""困りごとがあれば学校に相談しましょう！"", ""answer"": ""学校ではたくさんの手紙が配られるので、わからない場合は先生に確認したり、面談の時には通訳をお願いしましょう。悩みや問題があれば、先生やスクールカウンセラーに相談しましょう。\n学校以外で子どもが相談できるところ\n自分のこと、友達のこと、家族のこと、その他の事で悩み、困っていることがあれば相談してください。\n- こどもの人権110番 0120-007-110　月～金　8:30 -17:15\n- チャイルドライン 0120-99-7777　毎日　16:00 - 21:00\n- 24時間子供SOSダイヤル 0120-0-78310　2４時間対応（年末年始も可）""}]"
国民健康保険について,国民健康保険は、日本に一年以上居住し、健康保険に加入していない場合に居住地の市町村で加入します。保険料は加入世帯の所得、固定資産税額、世帯の人数などをもとに毎年決定されます。医療費自己負担は3割です。高額療養費や出産一時金、葬祭費などの給付があります。病院で診療を受ける際は健康保険証を提示してください。,"[{""sid"": ""S1"", ""question"": ""医療保険制度"", ""answer"": ""日本の医療保険制度には、大きく分けて「健康保険」と「国民健康保険」があります。外国人も1年以上在留する場合はいずれかの保険に加入しなければなりません。医療保険に加入することにより、被保険者やその被扶養者が病気やけがをして診療を受ける場合に医療給付が受けられます。\n健康保険\n会社で常時雇用されている人は健康保険制度が適用されます。被保険者とその扶養者が加入し給付が受けられます。保険料は、加入者の所得によって決まりますが、本人が負担するのは半分で、残りの半分は雇用主が支払います。\n医療費自己負担　　3割\n- その他の給付：傷病給付、出産育児一時金、出産手当金など\n国民健康保険\n一年以上日本に居住し，健康保険に加入していない場合、居住地の市町村で国民健康保険に加入しなければなりません。\n 保険料は、加入世帯の所得、固定資産税額、世帯の人数などをもとに毎年決めています。\n医療費自己負担　　3割\n- その他の給付：出産一時金、　高額医療費、葬祭費（加入者が死亡したとき）\n- 病院で治療、診察を受ける時には健康保険証を必ず受け付けで渡して下さい。""}]"
住民税や固定資産税について,住民税は滋賀県居住者が県民税と市町村民税を支払い、住所地の市町村へ申告・納税します。1月1日に日本に住所をもち、1年以上日本に滞在する場合に課税され、所得の全体に対して課税されます（外国人は滞在期間・職種等で扱いが異なる場合があります）。固定資産税は毎年1月1日に土地・家屋などを所有している人に課されます。,"[{""sid"": ""S1"", ""question"": ""様々な税金"", ""answer"": ""不動産取得税\n不動産取得税は不動産の取得者に課せられます。\n自動車税\nすべての自動車の所有者に課せられます。（滋賀県自動車税務署）\n軽自動車税\n軽自動車の所有者に課せられます。（各市町村税務担当課）\n固定資産税\n固定資産税は、毎年1月1日に土地、家屋などを所有しているものに課せられます。""}, {""sid"": ""S2"", ""question"": ""住民税"", ""answer"": ""滋賀県の居住者は、県民税と市町村民税を支払います。これらの税は住民税といわれ、住所地の市町村を管轄する税務署に提出されている確定申告などに基づいて計算されます。住民税は国籍に関わらず、1月1日から1年間に得た個人所得のすべてに課税されます。外国人の税金は、滞在期間や職種などにより別の方法で扱われます。\n\n住民税は次のように課税されます。\n- 国籍に関わらず、1月1日に日本に住所をもち、1年以上日本に滞在する場合。\n- 1月1日現在１年以内の居住期間でも、入国後継続して1年以上日本に居住することを通常必要とする職業を有する場合。\n住民税を支払うため、1月1日現在に住所地のある市町村へ申告しなければなりません。""}]"
電話のお支払,滋賀県国際協会の情報を根拠に回答します。電話の支払いに関しては、公式機関が未納料金名目で電話料金を電子マネー等で支払うよう要求することはありません。詐欺の可能性が高いので、身に覚えのない請求には返信・連絡をしないでください。疑問がある場合は、警察相談専用電話 9110 や消費者ホットライン188、金融サービス利用者相談室などへ相談してください。,"[{""sid"": ""S1"", ""question"": ""金融トラブルにご注意！！"", ""answer"": ""電子マネーのトラブル\nインターネット有料サイトの利用料金未納を騙った架空請求など、詐欺行為の支払手段として現金だけでなく、電子マネーを悪用した被害が急増しています。\n※※プリペイドカードなどの電子マネーは、相手にカードを渡さなくても、カードに記載された番号等を伝えるだけで電子マネーの価値を譲渡したことになります。\n詐欺です！：コンビニで電子マネーカードを買って、カード番号を教えて。\n！身に覚えのない請求等に返信、連絡しないでください。\n！事業者、法務省や裁判所などが「未納料金などの支払い」の名目で、　　コンビニで電子マネーカードを購入させることは絶対にありません。\nマネー・ロンダリング（犯罪に関係するお金を持っている人をわからなくすること）は違法です！\n詐欺です！：「このお金をあなたの口座から送金してほしいんです。一万円あげますから。」\n！口座を他人にあげるなどの行為は違法です。\n！違法な業者かどうか判断できない場合はその業者は使わないでください。\n　金融庁ウェブサイトの資金移動業者登録一覧に載っていない業者は違法です。\n　ここから確認できます\nメール・SMS（ショートメッセージサービス）による被害防止対策として、あらかじめ受信拒否設定をしておくことが効果的です。\n！おかしいと思ったら、すぐに家族や友人、警察＃9110（警察相談専用電話）に相談！\n- 消費者ホットライン　　　　１８８　（日本語）\n- 訪日外国人観光客消費者ホットライン 03-5449-0906 英語・中国語・韓国語・タイ語・ベトナム語・フランス語・日本語\n- 金融サービス利用者相談室0570-016811（从ＩＰ電話からは：03-5251-6811）\n- 英語ワンストップ窓口 　　　email: equestion@fsa.go.jp""}]"
夫婦の話し合いの仲介について,夫婦の話し合いの仲介としては、家庭裁判所の調停を利用できます。対応窓口として大津家庭裁判所（電話: 077-503-8151）、大津家庭裁判所彦根支部（電話: 0749-22-0167）、大津家庭裁判所長浜支部（電話: 0749-62-0240）、京都外国人の夫婦と親子に関する紛争解決センター（電話: 075-692-3555）があります。まずは調停を検討し、成立しない場合は審判・判決へと移行することができます。必要に応じて法テラス滋賀などの法的相談機関も活用できます。,"[{""sid"": ""S1"", ""question"": ""離婚についての話し合いがうまくいきません。"", ""answer"": ""家庭裁判所の調停で話し合うことができます。（日本語）\n- 大津家庭裁判所 　℡　077-503-8151\n- 大津家庭裁判所 彦根支部 　℡　0749-22-0167\n- 大津家庭裁判所 長浜支部 　℡　0749-62-0240\n- 京都外国人の夫婦と親子に関する紛争解決センター 　℡　075-692-3555""}]"
保健所にいきたい,保健所へ行く場合も、保険証を携帯すると受診費用の負担を軽くできる可能性があります。まずはお住まいの地域の診療所やかかりつけ医に相談し、必要に応じ保健所の案内を受けてください。なお、保健所の対応言語情報は医療ネットしがのWebサイトをご確認ください（英語、ハングル、中文対応）。,"[{""sid"": ""S5"", ""question"": ""滋賀県の病院、医院の情報は"", ""answer"": ""医療ネットしがWebサイトをご覧ください。\n対応言語：英語、ハングル、中文""}]"
永住申請について,永住許可申請に関する詳しい手続きは、滋賀県在住者の在留相談窓口や法務省の在留情報を参照してください。滋賀県内の窓口としては大阪入国管理局大津出張所をご案内します。電話は077-511-4231、住所は大津市京町3-1-1 大津びわ湖合同庁舎6階です。一般的な情報や手続きの詳細は外国人在留インフォメーションセンターへ問い合わせ可能です。出入国在留管理庁の公式ページも併せてご確認ください。永住申請の要件や審査基準は在留資格の内容と別途法務省の案内で定められています。,"[{""sid"": ""S1"", ""question"": ""在留について"", ""answer"": ""日本に住む外国人には、それぞれの滞在目的に従って在留資格と在留期間が与えられます。おのおのの「在留資格」には活動できる内容が厳格に規定されています。\n関連ページ\n出入国在留管理庁 (http://www.moj.go.jp/isa/index.html)\n在留関係の手続きについては\n在留関係手続き (https://www.moj.go.jp/isa/applications/index.html)\n入国後の在留関係の手続き\n滋賀県在住の方は、\n大阪入国管理局大津出張所\nで行います。\n大阪入国管理局大津出張所 (http://www.moj.go.jp/isa/about/region/osaka/index.html)\n大津市京町3-1-1 大津びわ湖合同庁舎6階　　℡：077-511-4231\n一般的な内容についての相談\n外国人在留インフォメーションセンター・ワンストップ型相談センター（入国管理局）に外国語で問い合わせることもできます。\n外国人在留インフォメーションセンター (http://www.moj.go.jp/isa/consultation/center/japanese.html)\n℡ 0570-013904（ＩＰ, ＰＨＳ, 海外: 03-5796-7112）\n新しい在留資格への移行により、平成24年7月9日より前の住所は住民票には記載されません。 ※これまで市区町村で保管されていた「外国人登録原票」は、平成24年7月9日から法務省で保管されています。\n外国人登録原票に係る開示請求について（法務省HPへリンク） (http://www.moj.go.jp/isa/applications/disclosure/foreigner.html)""}]"
